tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM3602088	pc1_GSM3602089	pc1_GSM3602090	pc1_GSM3602091	pc1_GSM3602092	pc1_GSM3602093
chr8:9000000-9500000	chr8	-0.131218	0.350772	-0.220806	2	1.52376	1.33164	1.47762	1.33136	1.19445	1.16756
chr8:9500000-10000000	chr8	-0.0195457	0.403531	-0.0665425	1	0.772898	0.318048	0.613447	0.414505	0.59405	0.444704
chr8:10000000-10500000	chr8	-0.328531	1.22796	-0.0646704	1	-0.0115522	-0.485033	-0.145908	-0.0448473	0.168956	-0.155912
chr8:10500000-11000000	chr8	-0.477732	1.00009	-0.171893	5	0.809363	0.761296	1.07813	0.916813	1.14532	0.921584
chr8:11000000-11500000	chr8	-0.290481	0.34727	-0.000153314	5	1.30055	0.990971	1.44571	1.19068	1.40844	1.24313
chr8:11500000-12000000	chr8	-0.038086	-0.458632	-0.0761808	6	1.41415	1.57628	1.30748	1.62661	1.43639	1.54625
chr8:12500000-13000000	chr8	0.266922	0.0662421	-0.0763834	2	0.758919	0.495417	0.623512	0.883171	0.986444	1.01539
chr8:13000000-13500000	chr8	0.0664939	-0.958475	-0.0617446	0	0.846677	0.926093	0.739441	0.803024	0.823583	0.692308
chr8:13500000-14000000	chr8	-0.0661166	0.211936	0.294398	2	-0.470238	-0.630393	-0.635828	-0.552894	-0.639098	-0.623772
chr8:14000000-14500000	chr8	0.273816	0.711418	0.518032	0	-1.14478	-1.19695	-1.13291	-0.927427	-1.12371	-1.15718
chr8:14500000-15000000	chr8	0.254083	0.65242	0.369492	0	-1.14315	-1.32611	-1.25151	-1.15706	-1.36752	-1.26836
chr8:15000000-15500000	chr8	0.192503	0.504717	0.135275	1	-1.13061	-1.09859	-1.1909	-1.18127	-1.17112	-1.14416
chr8:15500000-16000000	chr8	0.0248542	0.30111	-0.00941246	1	-0.963123	-0.71503	-1.01897	-0.84726	-0.975347	-0.877569
chr8:16000000-16500000	chr8	-0.0713449	0.0179969	0.311119	1	-0.988455	-1.01667	-1.22187	-1.07356	-0.992836	-1.11731
chr8:16500000-17000000	chr8	-0.0225866	-0.450397	0.168712	0	-0.20433	-0.114451	-0.32416	-0.101304	-0.58101	-0.28673
chr8:17000000-17500000	chr8	-0.246082	-0.738866	-0.0619151	7	1.02466	0.632986	0.592886	1.02384	0.876102	0.974789
chr8:17500000-18000000	chr8	0.196183	-1.15969	-0.180377	4	1.40019	1.44713	1.40744	1.40253	1.41877	1.4562
chr8:18000000-18500000	chr8	-0.0599987	-0.223922	-0.173808	3	0.864716	1.06986	0.719525	0.782014	0.908329	0.904543
chr8:18500000-19000000	chr8	0.0639868	-0.70811	-0.199934	0	1.22833	0.914027	1.12709	1.32516	1.14232	1.17733
chr8:19000000-19500000	chr8	0.0188575	-0.715769	-0.332619	2	1.31647	1.3041	1.09552	0.972503	1.14802	1.1272
chr8:19500000-20000000	chr8	-0.113545	-0.156814	-0.0382512	3	1.09074	0.789522	0.904735	1.0249	1.03961	1.14204
chr8:20000000-20500000	chr8	-0.127222	0.209984	-0.178205	3	1.26364	1.00376	1.33233	1.19522	1.39915	1.40732
chr8:20500000-21000000	chr8	0.27578	0.869678	-0.0756443	0	0.834176	1.04419	1.08419	1.17953	1.14182	1.06906
chr8:21000000-21500000	chr8	0.0116425	0.909085	0.0213622	0	1.04158	0.803766	1.11688	0.966376	1.04001	0.999681
chr8:21500000-22000000	chr8	-0.138714	0.72078	-0.0722032	3	1.26652	1.35917	1.12581	1.44147	1.20437	1.42545
chr8:22000000-22500000	chr8	-0.14573	-0.681219	-0.142664	16	1.48852	1.58626	1.66914	1.50005	1.43436	1.55193
chr8:22500000-23000000	chr8	-0.0433314	-0.672887	0.164004	8	1.66879	1.56731	1.65575	1.49201	1.51779	1.56825
chr8:23000000-23500000	chr8	0.011292	-0.832267	0.035089	8	1.56052	1.40478	1.38383	1.39437	1.62819	1.53243
chr8:23500000-24000000	chr8	-0.0884303	-0.326348	-0.341116	4	1.4885	1.01762	1.33888	1.20203	1.32142	1.26822
chr8:24000000-24500000	chr8	0.0857822	0.0128297	0.0980911	3	0.773773	0.655458	0.570209	1.17371	0.986212	0.63273
chr8:24500000-25000000	chr8	-0.0323401	0.490262	0.0885223	2	0.418091	0.942274	0.492188	1.09723	0.938403	0.732995
chr8:25000000-25500000	chr8	0.00304892	-0.352886	-0.0814969	4	0.878163	0.932989	0.840515	0.779676	1.18976	0.781772
chr8:25500000-26000000	chr8	-0.00725747	0.580645	-0.290378	0	0.635688	0.667095	0.821581	0.683606	1.21009	0.729398
chr8:26000000-26500000	chr8	0.0942874	-0.367343	-0.166629	3	1.04114	1.15263	1.13829	1.256	1.26185	1.28571
chr8:26500000-27000000	chr8	0.0843194	0.281294	0.00924165	3	0.637175	0.748052	0.950215	1.13747	1.20561	1.29937
chr8:27000000-27500000	chr8	-0.306146	0.620008	0.0653992	5	1.29439	1.13405	1.14249	1.055	1.14638	1.22017
chr8:27500000-28000000	chr8	-0.285726	0.294992	-0.179919	6	1.57754	1.42229	1.44709	1.63259	1.44812	1.48015
chr8:28000000-28500000	chr8	-0.380492	-0.185887	-0.373136	6	1.60429	1.67372	1.52387	1.50349	1.62912	1.42542
chr8:28500000-29000000	chr8	-0.00863962	-1.04588	-0.158095	3	1.54174	1.60137	1.35969	1.54426	1.51799	1.55936
chr8:29000000-29500000	chr8	0.251515	-1.19808	-0.331137	2	1.65171	1.43386	1.66129	1.55297	1.53082	1.43652
chr8:29500000-30000000	chr8	-0.0134338	-0.821426	-0.190395	0	1.62026	1.38095	1.59218	1.51526	1.51588	1.40159
chr8:30000000-30500000	chr8	-0.0877173	-1.09422	0.00330124	5	1.56096	1.45102	1.49014	1.63086	1.3603	1.53974
chr8:30500000-31000000	chr8	-0.0549016	-0.557656	0.00329434	6	0.499348	0.70099	0.39011	0.379873	0.793818	0.700499
chr8:31000000-31500000	chr8	-0.120515	0.484423	-0.0336243	2	-0.835713	-0.471093	-0.664739	-0.709369	-0.586496	-0.632277
chr8:31500000-32000000	chr8	0.00254464	0.51909	0.0148965	0	-1.21018	-1.10133	-1.17576	-1.00932	-1.14961	-1.22579
chr8:32000000-32500000	chr8	-0.384904	0.232149	-0.286342	0	-0.844755	-0.947269	-0.927018	-0.668136	-0.792924	-0.787359
chr8:32500000-33000000	chr8	0.0833212	-0.60425	-0.0509967	2	-0.256826	-0.383452	-0.275311	-0.242901	-0.500715	-0.372579
chr8:33000000-33500000	chr8	0.048173	0.00376718	-0.366284	2	-0.182285	-0.370979	-0.00961608	0.20724	-0.271569	0.00429915
chr8:33500000-34000000	chr8	0.0187842	0.896846	-0.130744	3	0.453176	0.395586	0.650783	0.739567	0.245031	0.236362
chr8:34000000-34500000	chr8	0.187185	0.932638	0.130704	0	-0.426146	-0.299152	-0.514218	-0.179992	-0.478216	-0.448477
chr8:34500000-35000000	chr8	0.0867232	0.609212	-0.0057314	0	-0.65202	-0.4503	-0.57985	-0.43917	-0.692707	-0.714356
chr8:35000000-35500000	chr8	-0.00742596	0.220589	-0.0731861	1	-0.131203	-0.119145	0.024765	-0.209573	-0.171009	-0.207025
chr8:35500000-36000000	chr8	-0.107062	1.02068	0.00789017	0	0.580989	0.118442	0.145359	0.388036	0.238424	0.357631
chr8:36000000-36500000	chr8	-0.205102	1.23649	0.18708	0	-0.314062	-0.224934	-0.220862	-0.300232	-0.283157	-0.110058
chr8:36500000-37000000	chr8	-0.0312928	0.225234	0.117749	1	0.147905	0.548982	0.641886	0.765045	0.269359	0.315568
chr8:37000000-37500000	chr8	-0.208299	-0.0278021	-0.37415	0	1.56862	1.57887	1.50008	1.73901	1.36641	1.39157
chr8:37500000-38000000	chr8	0.014809	-0.449242	-0.248879	8	1.69208	1.96469	1.85908	1.6513	1.75487	1.72402
chr8:38000000-38500000	chr8	0.036778	-1.0754	-0.155438	10	1.83504	1.75088	1.66224	1.85883	1.72095	1.72631
chr8:38500000-39000000	chr8	0.000911592	-0.844212	-0.141263	5	1.45848	1.61217	1.4802	1.31289	1.55283	1.61505
chr8:39000000-39500000	chr8	-0.230013	-0.496204	0.185948	1	-0.72139	-0.612936	-0.944164	-0.629253	-0.642485	-0.279133
chr8:39500000-40000000	chr8	-0.119299	-0.114273	-0.0114429	4	-0.394768	-0.700081	-0.475414	-0.33249	-0.410716	0.114623
chr8:40000000-40500000	chr8	-0.105929	-0.755545	-0.298326	1	0.39863	0.454061	0.311222	0.493892	0.48008	0.565771
chr8:40500000-41000000	chr8	-0.404032	-0.194414	-0.312178	1	0.212273	0.100303	0.165116	0.647699	0.312372	0.767995
chr8:41000000-41500000	chr8	-0.306171	-0.423704	-0.468824	2	1.54793	1.48063	1.46906	1.58979	1.37819	1.38424
chr8:41500000-42000000	chr8	-0.0571878	-0.546424	-0.00783336	4	1.73536	1.55772	1.70623	1.81967	1.59364	1.69163
chr8:42000000-42500000	chr8	-0.0880644	-0.693281	0.118749	8	1.68191	1.75069	1.74683	1.55455	1.54503	1.58219
chr8:42500000-43000000	chr8	-0.0133841	-0.734951	-0.246075	7	1.09782	1.34181	1.00972	1.18881	1.02215	1.19154
chr8:43000000-43500000	chr8	0.0551766	0.535275	0.0843932	4	-0.541039	-0.468286	-0.564552	-0.565734	-0.757274	-0.242115
chr8:43500000-44000000	chr8	0.0694459	0.861475	0.212985	0	-0.88359	-0.672223	-0.687586	-0.606177	-0.760074	-0.571754
chr8:46000000-46500000	chr8	-0.153415	1.67516	0.733911	0	-0.762221	-0.750922	-0.714707	-0.775152	-0.677867	-0.49493
chr8:46500000-47000000	chr8	0.0981123	1.26122	0.0604706	0	-1.22008	-1.18463	-1.14277	-1.18945	-1.06	-0.939196
chr8:47000000-47500000	chr8	-0.0954683	0.613533	0.209477	1	-1.01327	-0.956496	-0.994759	-0.959475	-0.703078	-0.60875
chr8:47500000-48000000	chr8	-0.377964	0.115782	0.234073	3	-0.00201519	0.138767	0.185143	0.108818	0.0817031	0.3604
chr8:48000000-48500000	chr8	-0.0748958	-0.140164	-0.071895	1	0.913853	1.10192	0.768781	0.897849	0.684594	0.8521
chr8:48500000-49000000	chr8	0.0377571	-0.300841	-0.389301	2	1.14145	1.02361	1.00594	1.28091	0.938843	1.09659
chr8:49000000-49500000	chr8	0.419442	0.691196	0.514699	1	-1.11412	-1.07394	-1.12169	-1.07505	-1.10925	-1.1633
chr8:49500000-50000000	chr8	0.221047	0.775573	0.438268	1	-1.31215	-1.07341	-1.35184	-1.18789	-1.22888	-1.23022
chr8:50000000-50500000	chr8	0.438891	0.505939	0.242077	0	-0.823674	-1.1025	-1.21926	-1.19535	-1.22083	-1.20382
chr8:50500000-51000000	chr8	0.221445	0.586283	0.478181	0	-1.26044	-1.30498	-1.23834	-1.40306	-1.37906	-1.3641
chr8:51000000-51500000	chr8	-0.0995593	0.754884	0.414555	0	-1.20822	-1.39944	-1.4639	-1.44524	-1.35358	-1.34412
chr8:51500000-52000000	chr8	0.0145826	0.644909	0.221411	2	-0.730716	-0.883289	-0.664684	-0.837766	-0.908997	-0.660682
chr8:52000000-52500000	chr8	0.0827773	0.866266	-0.0687429	1	-1.20065	-1.11843	-0.898452	-1.03864	-1.09747	-1.02959
chr8:52500000-53000000	chr8	0.111859	0.195029	0.0563475	3	-0.961025	-0.897361	-0.605309	-0.802305	-0.713665	-0.652841
chr8:53000000-53500000	chr8	0.105995	1.31094	0.206049	1	-1.06863	-0.698458	-0.784379	-0.808878	-1.05349	-0.651158
chr8:53500000-54000000	chr8	-0.126257	0.346084	-0.141431	2	0.0386192	0.0646496	0.285819	0.0556265	0.277873	0.250801
chr8:54000000-54500000	chr8	-0.175918	0.272368	0.0170237	4	-0.0436	0.2605	0.212656	0.210959	0.231266	0.222701
chr8:54500000-55000000	chr8	0.0873373	0.744981	0.352414	1	-1.02728	-0.901675	-1.13259	-1.08321	-0.899196	-0.709262
chr8:55000000-55500000	chr8	0.162481	1.25244	0.417389	1	-1.15223	-1.30712	-1.13546	-1.30983	-0.952258	-0.898503
chr8:55500000-56000000	chr8	-0.0785601	0.473056	-0.276874	3	-0.402663	-0.35682	-0.399197	-0.401016	0.0295151	0.135635
chr8:56000000-56500000	chr8	0.101322	0.672132	-0.147638	6	-0.824125	-0.764932	-0.763461	-0.518153	-0.795178	-0.526382
chr8:56500000-57000000	chr8	-0.0154268	0.636269	0.337165	1	0.108564	-0.0694101	-0.369466	0.0845663	-0.508044	-0.216402
chr8:57000000-57500000	chr8	0.00335176	0.915729	0.204722	0	-0.811405	-0.771446	-0.879801	-0.586006	-0.863461	-0.689884
chr8:57500000-58000000	chr8	-0.0137006	0.145046	-0.0877514	1	-0.198712	-0.651224	-0.712054	-0.0446466	-0.773583	-0.560195
chr8:58000000-58500000	chr8	-0.142082	0.104572	0.0633548	1	-0.15073	-0.386657	-0.487959	-0.100068	-0.685389	-0.438886
chr8:58500000-59000000	chr8	-0.174704	-0.196737	-0.0168888	3	0.264334	0.659052	0.118414	0.36292	0.0787422	0.371978
chr8:59000000-59500000	chr8	0.0506133	-0.0441242	-0.25873	1	-0.438644	-0.0704994	-0.513837	-0.254792	-0.323168	-0.341696
chr8:59500000-60000000	chr8	0.0513419	0.152523	-0.0124852	0	-0.774382	-0.574472	-0.739634	-0.556296	-0.955177	-0.746492
chr8:60000000-60500000	chr8	-0.102043	0.829339	-0.0533564	1	-0.454716	-0.313672	-0.448775	-0.196363	-0.353678	-0.329821
chr8:60500000-61000000	chr8	-0.22185	-0.396405	-0.0492151	2	1.25989	1.31865	1.45584	1.30908	1.27387	1.26361
chr8:61000000-61500000	chr8	-0.01822	0.832841	-0.0167541	1	-0.801141	-0.743816	-0.37413	-0.482575	-0.671429	-0.628813
chr8:61500000-62000000	chr8	0.00217303	0.108024	0.228464	1	-0.384573	-0.603718	-0.626607	-0.745379	-0.541049	-0.629977
chr8:62000000-62500000	chr8	0.339435	0.786893	0.31661	1	-0.787464	-0.876291	-0.93989	-1.06083	-1.19958	-1.10303
chr8:62500000-63000000	chr8	0.367894	1.06807	0.157566	0	-1.13482	-0.979141	-0.941276	-1.1663	-1.21062	-1.23463
chr8:63000000-63500000	chr8	-0.0958738	0.693768	-0.104658	3	-0.846962	-0.87177	-0.968753	-0.886621	-0.929439	-1.04659
chr8:63500000-64000000	chr8	0.133883	1.01063	0.472787	0	-1.23423	-1.18422	-1.2927	-1.24241	-1.39148	-1.43463
chr8:64000000-64500000	chr8	0.260917	1.06352	0.449181	0	-1.33367	-1.35541	-1.15252	-1.35552	-1.28125	-1.28927
chr8:64500000-65000000	chr8	0.0643306	1.06692	0.480977	2	-1.33351	-1.31137	-1.33153	-1.41753	-1.393	-1.29315
chr8:65000000-65500000	chr8	0.239911	1.24086	0.208166	0	-1.39174	-1.32726	-1.32383	-1.40605	-1.39851	-1.28172
chr8:65500000-66000000	chr8	-0.00709853	0.26297	-0.0103008	3	-0.858701	-0.976643	-0.907407	-1.06633	-0.711754	-0.809127
chr8:66000000-66500000	chr8	-0.103981	0.0979314	-0.0641007	6	-0.414914	-0.35422	-0.158352	-0.438349	-0.184101	-0.123355
chr8:66500000-67000000	chr8	-0.0555956	-0.39007	-0.26108	5	0.346207	0.279576	0.19176	0.5649	0.563918	0.399364
chr8:67000000-67500000	chr8	-0.169251	-0.279288	0.030373	4	0.440657	0.180729	0.154656	0.298676	0.522244	0.696812
chr8:67500000-68000000	chr8	0.0604009	0.93072	-0.0543428	2	-0.904099	-1.10476	-0.885627	-0.861578	-0.977481	-0.948279
chr8:68000000-68500000	chr8	0.0430819	1.00389	0.303487	1	-1.3664	-1.51794	-1.55056	-1.36973	-1.27925	-1.40496
chr8:68500000-69000000	chr8	-0.142737	-0.193012	0.0290457	0	-0.974217	-0.906303	-0.968594	-0.7355	-0.887104	-0.841126
chr8:69000000-69500000	chr8	0.0469677	-0.354547	0.112846	1	-0.0915144	-0.17336	-0.354647	-0.252699	-0.0617779	0.0481503
chr8:69500000-70000000	chr8	-0.0323027	0.653794	-0.0624492	1	-0.529488	-0.66917	-0.40597	-0.435058	-0.659601	-0.603967
chr8:70000000-70500000	chr8	-0.0612441	0.119062	-0.0400849	2	0.221807	-0.0633589	0.209565	0.460994	0.399501	0.267734
chr8:70500000-71000000	chr8	0.154954	0.643394	0.157892	3	-0.9257	-1.08651	-1.00881	-1.09775	-0.945042	-0.935961
chr8:71000000-71500000	chr8	0.083946	0.819026	0.172208	1	-0.896971	-0.890973	-0.998158	-0.753553	-0.698055	-0.934966
chr8:71500000-72000000	chr8	0.0771014	0.350697	-0.0963932	1	-1.0366	-0.819181	-0.723087	-1.11754	-0.949159	-1.03234
chr8:72000000-72500000	chr8	0.24613	0.805323	0.0791855	1	-1.14359	-1.27207	-1.3047	-1.21686	-1.10385	-1.18573
chr8:72500000-73000000	chr8	0.0524533	1.15034	0.188961	1	-0.814443	-0.671448	-1.05391	-1.11256	-0.953638	-1.14943
chr8:73000000-73500000	chr8	-0.0904717	0.222826	0.20193	5	0.277456	0.535647	0.194965	0.462233	0.708889	0.702153
chr8:73500000-74000000	chr8	-0.1557	-0.647391	0.0211439	5	0.756092	1.04318	1.06762	0.535444	0.855329	1.26293
chr8:74000000-74500000	chr8	-0.138104	0.525635	-0.130966	2	0.296272	0.0679504	0.0296166	-0.0752635	0.254678	0.0913651
chr8:74500000-75000000	chr8	-0.0206307	0.437628	0.161549	3	-1.16884	-1.22582	-1.10398	-1.19124	-1.02328	-1.14075
chr8:75000000-75500000	chr8	0.260594	0.301681	0.436825	0	-1.08233	-0.880493	-1.0786	-0.923243	-0.954056	-0.977784
chr8:75500000-76000000	chr8	0.0358898	0.176318	0.367245	1	-0.877373	-0.978151	-0.860051	-0.957746	-1.23682	-1.22445
chr8:76000000-76500000	chr8	0.132804	0.0814318	0.217663	0	-1.2928	-1.24235	-1.35795	-1.0946	-1.36001	-1.40535
chr8:76500000-77000000	chr8	-0.200918	-0.159975	-0.108528	1	-0.570812	-0.350215	-0.63961	-0.796027	-0.7064	-0.991516
chr8:77000000-77500000	chr8	0.0971346	0.0842256	0.414651	1	-0.937024	-0.947842	-0.973165	-0.90177	-1.14843	-1.28158
chr8:77500000-78000000	chr8	0.274746	0.847157	0.734505	0	-1.19418	-1.21063	-1.22548	-1.21634	-1.31823	-1.30857
chr8:78000000-78500000	chr8	0.142358	0.826036	0.233321	0	-1.01474	-0.995308	-0.996282	-0.807881	-1.21185	-1.21941
chr8:78500000-79000000	chr8	0.0192839	0.260316	-0.00431465	3	-1.25261	-1.03448	-1.02883	-0.979493	-1.18565	-1.19286
chr8:79000000-79500000	chr8	-0.0186665	0.38665	-0.222522	0	-1.38223	-1.38979	-1.37132	-1.39431	-1.33711	-1.50353
chr8:79500000-80000000	chr8	-0.132687	-0.38494	-0.268687	2	0.0109888	0.192671	0.251896	0.0109269	0.0800214	-0.0618608
chr8:80000000-80500000	chr8	-0.238262	-0.00443491	-0.130324	3	0.963388	0.936804	0.97354	0.96883	0.807638	0.735201
chr8:80500000-81000000	chr8	-0.255901	0.195788	-0.123025	1	1.26441	1.06113	1.46477	1.10478	1.08333	1.07644
chr8:81000000-81500000	chr8	-0.0818249	-0.336282	0.272318	5	0.822653	1.04305	0.805096	0.665381	0.581815	0.586974
chr8:81500000-82000000	chr8	-0.0617774	0.269148	0.131934	6	-0.477591	-0.535916	-0.213962	-0.445921	-0.196446	-0.369838
chr8:82000000-82500000	chr8	-0.0292267	0.295755	0.441655	0	-1.25241	-1.15375	-1.28341	-1.24717	-1.30356	-1.37073
chr8:82500000-83000000	chr8	0.107002	-0.329466	0.339405	0	-0.841732	-0.959789	-1.07343	-0.952498	-1.03011	-1.21288
chr8:83000000-83500000	chr8	-0.0256926	0.417951	0.37639	0	-1.1411	-0.698366	-0.896435	-1.00551	-0.870583	-1.04854
chr8:83500000-84000000	chr8	0.474661	0.38938	0.504651	0	-0.980587	-1.15961	-0.890754	-0.998041	-0.946128	-1.0294
chr8:84000000-84500000	chr8	0.406921	0.452451	0.5831	1	-0.529649	-0.596656	-0.690616	-0.833607	-0.687819	-0.921085
chr8:84500000-85000000	chr8	0.430575	0.656939	0.223501	0	-1.2751	-1.1748	-1.15085	-1.23902	-1.15905	-1.27604
chr8:85000000-85500000	chr8	0.144361	0.516656	0.166159	7	-0.585809	-0.459893	-0.606613	-0.806164	-0.548535	-0.65839
chr8:85500000-86000000	chr8	0.583305	0.542206	0.225399	0	-0.905328	-0.809794	-0.7615	-0.913616	-0.838784	-0.599738
chr8:86000000-86500000	chr8	0.117709	0.119494	-0.017402	4	0.102374	-0.096973	-0.0831849	-0.116291	-0.282229	0.164128
chr8:86500000-87000000	chr8	-0.0562673	1.02993	0.129384	4	-0.977585	-0.92442	-0.788362	-0.975036	-0.959932	-1.11243
chr8:87000000-87500000	chr8	0.499997	0.729131	0.59148	0	-1.23246	-1.43472	-1.31754	-1.36178	-1.38577	-1.36664
chr8:87500000-88000000	chr8	-0.0014693	0.374365	0.0535074	1	-1.00127	-1.07126	-1.02838	-0.898228	-1.22382	-1.15558
chr8:88000000-88500000	chr8	0.090736	-0.336814	-0.0531876	1	-0.561829	-0.717649	-0.852692	-0.855811	-0.892165	-0.765511
chr8:88500000-89000000	chr8	-0.317599	0.0802298	-0.145742	0	-0.893931	-1.03328	-1.1314	-0.833193	-1.17068	-1.14381
chr8:89000000-89500000	chr8	-0.0656291	0.121822	-0.0359765	0	-1.15004	-1.11034	-1.21548	-1.30997	-1.26838	-1.32978
chr8:89500000-90000000	chr8	-0.166829	-0.474526	-0.209729	3	-0.759883	-0.822997	-0.551536	-0.970148	-0.5768	-0.821043
chr8:90000000-90500000	chr8	0.0367047	0.437724	0.273876	2	-1.35453	-1.50453	-1.41473	-1.38909	-1.23951	-1.34228
chr8:90500000-91000000	chr8	0.0941312	-0.0934955	0.0196086	3	-0.347551	-0.211821	-0.221757	-0.413619	-0.152956	-0.215221
chr8:91000000-91500000	chr8	0.0271249	0.108739	-0.00181925	4	-0.455326	-0.630358	-0.591087	-0.337887	-0.357702	-0.577453
chr8:91500000-92000000	chr8	0.434765	0.172109	0.207309	0	-0.116591	-0.599332	-0.393823	-0.496422	-0.178048	-0.347722
chr8:92000000-92500000	chr8	-0.0631387	-0.466095	-0.124112	1	0.719913	0.861268	0.84602	1.04549	1.1134	0.77931
chr8:92500000-93000000	chr8	-0.0166191	-0.730568	-0.0640526	1	0.822329	0.342885	0.27286	0.546376	0.713597	0.532537
chr8:93000000-93500000	chr8	0.1006	0.348414	-0.153051	0	0.209089	-0.0354523	0.0129024	-0.0958473	0.472512	-0.136339
chr8:93500000-94000000	chr8	0.041511	-0.524255	-0.112423	4	0.91441	1.00762	0.91417	0.794003	0.879688	0.714285
chr8:94000000-94500000	chr8	-0.0805756	-0.82546	-0.0165026	4	1.25767	1.00888	1.28211	1.21523	1.43759	1.28614
chr8:94500000-95000000	chr8	-0.0408841	-0.861389	-0.072526	6	1.46886	1.39092	1.15212	1.37844	1.53959	1.46392
chr8:95000000-95500000	chr8	-0.272539	-0.520388	-0.181964	3	-0.176482	-0.439175	-0.172835	-0.0898595	1.0568	0.552252
chr8:95500000-96000000	chr8	-0.422662	-0.59262	-0.0837646	0	-0.805022	-1.19367	-0.909496	-1.12346	-0.42022	-0.593393
chr8:96000000-96500000	chr8	0.0970731	-0.994037	-0.247135	5	0.0331143	-0.310776	-0.104139	-0.110114	0.55518	0.256891
chr8:96500000-97000000	chr8	0.00275474	-0.97152	-0.0851979	1	-0.201496	0.068699	0.0254747	-0.304777	0.286237	0.382936
chr8:97000000-97500000	chr8	-0.119307	-0.782763	0.0227154	1	-0.206716	-0.0158908	-0.0764473	0.0831776	0.3855	0.195917
chr8:97500000-98000000	chr8	0.152711	-1.29798	-0.113471	3	1.5454	1.32706	1.4557	1.41158	1.56045	1.29949
chr8:98000000-98500000	chr8	-0.00353128	-1.00026	0.0859335	6	1.06874	0.684814	1.01072	1.01547	1.13619	0.993623
chr8:98500000-99000000	chr8	0.0763828	-1.2367	-0.146486	2	0.284688	0.522475	0.532163	0.375141	0.281436	0.641166
chr8:99000000-99500000	chr8	0.107199	-1.37298	0.0797455	1	0.0974742	0.430756	0.237893	0.370911	0.261428	0.910709
chr8:99500000-100000000	chr8	-0.138557	-0.765511	-0.271578	1	-0.344916	0.284745	0.165134	0.256266	0.0454408	0.434724
chr8:100000000-100500000	chr8	-0.0494092	-0.980505	-0.201129	5	1.2158	1.12372	1.10234	0.975822	1.22447	1.28466
chr8:100500000-101000000	chr8	0.0812519	-1.07333	-0.333553	4	1.67331	1.77088	1.69237	1.479	1.62677	1.68935
chr8:101000000-101500000	chr8	0.0916472	-1.0534	0.0775468	2	1.7784	2.06809	1.86464	1.72262	1.66854	1.59903
chr8:101500000-102000000	chr8	-0.0334903	-0.678403	-0.103739	1	1.75635	1.37501	1.68725	1.53079	1.38599	1.48035
chr8:102000000-102500000	chr8	-0.0331461	-0.960763	-0.106424	2	1.57075	1.78371	1.83686	1.66948	1.67073	1.75959
chr8:102500000-103000000	chr8	-0.0655458	-0.836334	-0.0163539	3	1.31547	1.40026	1.33984	1.52362	1.31991	1.4162
chr8:103000000-103500000	chr8	-0.1451	-0.582487	-0.148424	6	-0.656657	-0.593912	-0.64478	-0.756044	-0.0114209	-0.0297623
chr8:103500000-104000000	chr8	-0.0351386	-0.0577746	0.143492	1	-1.21353	-1.28954	-1.32505	-1.2228	-1.00906	-1.0812
chr8:104000000-104500000	chr8	0.142837	-0.15991	0.0249396	2	-0.679228	-0.863261	-0.775654	-0.777852	-0.401848	-0.656444
chr8:104500000-105000000	chr8	0.189986	0.00483299	-0.108327	1	-0.757076	-0.916449	-0.972941	-0.881229	-0.718386	-0.690388
chr8:105000000-105500000	chr8	0.426534	-0.513301	0.232556	1	-0.378692	-0.563904	-0.785564	-0.455478	-0.856305	-0.360217
chr8:105500000-106000000	chr8	-0.17628	-0.621252	-0.146869	0	-0.00564662	-0.452158	-0.316218	-0.178124	-0.67834	-0.4094
chr8:106000000-106500000	chr8	-0.239609	-0.524166	-0.369082	1	-0.739325	-0.987956	-0.7635	-1.06918	-0.961088	-1.12452
chr8:106500000-107000000	chr8	-0.0742364	-0.372468	0.0764353	1	-0.675244	-0.508988	-0.444434	-0.703032	-0.625319	-0.782954
chr8:107000000-107500000	chr8	-0.128742	-0.086813	-0.214899	1	-0.197483	-0.257952	-0.367989	-0.064391	-0.512976	-0.439706
chr8:107500000-108000000	chr8	-0.168839	0.714033	0.0871281	0	-1.10469	-0.691348	-1.13564	-1.13548	-1.02509	-1.34617
chr8:108000000-108500000	chr8	0.134591	0.478053	0.185028	3	-0.54588	-0.940096	-0.729438	-0.924664	-0.614168	-0.924831
chr8:108500000-109000000	chr8	0.28275	0.856996	0.241649	1	-1.42242	-1.24781	-1.48954	-1.35956	-1.20605	-1.32196
chr8:109000000-109500000	chr8	-0.100333	0.718201	0.0946479	4	-1.2809	-1.34547	-1.37706	-1.37301	-1.33352	-1.37335
chr8:109500000-110000000	chr8	0.110491	0.59761	-0.0440886	3	-0.815061	-0.700418	-0.586427	-0.795399	-0.750497	-0.890065
chr8:110000000-110500000	chr8	0.387344	0.24581	0.267451	0	-0.973246	-0.947065	-0.827911	-0.825476	-1.2881	-1.20428
chr8:110500000-111000000	chr8	-0.0225533	-0.212741	0.224181	0	-0.52153	-0.375786	-0.460218	-0.483153	-0.824005	-0.703457
chr8:111000000-111500000	chr8	0.194051	0.400565	0.326523	0	-0.437782	0.053868	0.0578267	-0.129139	-0.35779	-0.253842
chr8:111500000-112000000	chr8	0.309825	0.683003	0.254745	0	-0.904164	-0.525913	-0.615364	-0.507144	-0.915738	-0.947509
