anchor	anchor_rna_contrast	balance_baseline_lmnb1	balance_baseline_log2_mean_cpm	balance_log10_transcript_span	balance_log1p_tss_count_1mb	chromosome	control_mean_rna_contrast	controls	matched_difference	maximum_squared_distance	status	tss
MTCL1	-0.24778855435015767	-0.1260501290096923	-0.14548783250370134	0.045964796445537415	-0.2913404687459382	chr18	-0.1830001140199185	MIB1;ZNF532;RAB31;SMAD2;MALT1	-0.06478844033023917	0.5322807523293648	matched	8705555
MTMR3	-0.2555044756495297	-0.5828863390672305	0.23482197854239667	0.18003464268257185	0.27932088118217996	chr22	-0.10360178996903216	MRTFA;XPNPEP3;EP300;SLC25A17;RBFOX2	-0.15190268568049756	1.8702601612294785	matched	29883173
MXI1	-0.28566537717695084	-0.04180543405140935	-0.11252704491844337	-0.3792659346381875	-0.00420912385380956	chr10	-0.24242259156236567	KAT6B;MLLT10;BTAF1;EXOC6;MTPAP	-0.043242785614585166	0.9950680553329357	matched	110207604
MYBL1	0.9003540779164951	-0.2167563639351564	-0.2904233655669406	0.16254750483226732	0.07032976717384498	chr8	-0.04276384174524672	ERICH5;ATAD2;POP1;BAG4;TNFRSF10A	0.9431179196617419	0.6576400251562691	matched	66613217
MYL6	0.36690026984780744	-0.45503887304512136	0.42741104893075477	-0.21843790448186406	0.5435861071537313	chr12	0.04104794355714675	TUBA1B;TUBA1C;GAPDH;PTMS;DYNLL1	0.3258523262906607	2.26233294159917	matched	56158358
MYL6B	0.46759490429751605	-0.7789771941412957	0.042003686603716894	-0.19011593239824132	0.39939859630773267	chr12	0.03044081621282152	LMBR1L;SRSF9;PRR13;MYG1;PFDN5	0.4371540880846945	1.7313914136459991	matched	56152586
MYL7	0.17935673755642867	0.3576951710900319	0.6434471874773036	-0.48516737480712946	0.08618344291667585	chr7	0.06235764751030626	HSPB1;ACTB;SERPINE1;HNRNPA2B1;ATP6V1F	0.11699909004612241	3.6107127532384053	matched	44141331
MYO5A	-0.37965810082925255	0.12603080440943304	0.030101922860028663	0.24071743463081807	-0.14539048092010343	chr15	-0.20811998246972757	ARIH1;SMAD3;HERC1;TJP1;MYO1E	-0.17153811835952498	0.7643256989032915	matched	52528879
MYOZ3	0.1783644441036647	-0.4720543894397862	-0.11641581737686124	0.3758241642197463	0.08313617014559249	chr5	0.27122407553875927	SPATA24;RGS14;NME5;KIF20A;F12	-0.09285963143509457	1.1542971486491913	matched	150661250
MZT1	-0.030072796975810334	-0.13623744791718095	0.050912856031757575	-0.17999277164204006	-0.19520931967310218	chr13	-0.08130694163917544	PROSER1;GPR180;RAP2A;NHLRC3;SLC25A15	0.05123414466336511	0.5863764476232549	matched	72727628
N4BP1	-0.5680851762225005	-0.30721661123864186	-0.11786416371359018	0.07432977419383047	-0.3950195288938725	chr16	-0.14294123497537525	ARHGAP17;LCMT1;RBL2;LPCAT2;CMC2	-0.4251439412471253	0.6215888930018584	matched	48610179
NAA15	0.09222375893363655	-0.6174194741423602	0.19956412629797954	-0.29248438265872523	0.3985203810112399	chr4	0.0784669799213173	VEGFC;CLCN3;NEK1;SLC7A11;SH3D19	0.01375677901231924	1.5674253893113066	matched	139301504
NAA38	0.39256542772794223	-0.786550584229986	0.22336301298245767	-0.592188263641201	0.33145440754189814	chr17	0.2592036062332513	ARL4D;COA3;NT5C;OXLD1;KRT10	0.13336182149469095	1.800453067178822	matched	7857558
NABP2	0.07519495714162172	-0.6904966780618215	-0.0778871604892876	-0.28955156585807695	0.23477873548596673	chr12	0.006473794814655598	LMBR1L;ZNF740;MYG1;PRR13;IGFBP6	0.06872116232696612	1.358557541302874	matched	56224341
NACA	0.25816778498593607	-0.19697944045907817	0.09747316538245832	-0.014761147163922295	0.39413205537787266	chr12	0.06758826578848218	ATP5MC2;PCBP2;TMBIM6;P3H3;PTMS	0.1905795191974539	0.8631196417821221	matched	56725298
NAP1L1	0.4093062468574491	-0.3168962248050782	0.52650290382243	-0.02372610329472885	-0.03666813860089857	chr12	-0.015118502000798617	NUDT4;VEZT;CORO1C;UBE2N;MDM2	0.4244247488582477	1.3876746911868632	matched	76084684
NCOA6	-0.18121110000497875	-0.848789178124469	-0.17785566039412698	0.3187803712496652	0.2772530782627365	chr20	-0.28198570613930574	DIDO1;RPRD1B;CTNNBL1;B4GALT5;TTI1	0.10077460613432698	1.713528216075468	matched	34825650
NDST2	0.12010848871378332	0.1482408968170783	-0.1558784106178336	-0.1352437141115328	-0.2561641880264457	chr10	0.039516417655367245	INA;BORCS7;SFXN3;TWNK;COX15	0.08059207105841608	0.5296466808588672	matched	73811597
NDUFA5	0.07638777584135692	-0.25317686591449917	0.04696559589487359	0.06623652442217945	0.020161385145578747	chr7	0.1369125825382632	ASL;TOMM7;ZNF282;CRCP;CBX3	-0.06052480669690627	0.47803783848061776	matched	123557817
NDUFB3	0.4129587894575	-0.024268815981784764	0.07619070607163081	-0.08334779661545744	0.20617055984552243	chr2	0.057571398139771746	SSB;ORMDL1;SNRNP27;FOSL2;KLHL41	0.35538739131772823	0.3683290446976213	matched	201072000
NDUFC1	0.319452773249564	-0.8637149274864657	0.33375543469870356	0.014949591186203648	-0.31941958087174593	chr4	-0.0061285092728720625	FGF5;MAB21L2;UFSP2;NOA1;SCOC	0.32558128252243607	2.766891842622614	matched	139302476
NDUFS4	0.3340597116184192	-0.0944849482280532	0.02398408782528577	0.07714637397889623	0.045170766377034655	chr5	-0.0701214401566489	RICTOR;MRPS27;GPBP1;NIPBL;GRAMD2B	0.4041811517750681	0.3980345037317995	matched	53560638
NDUFV2	0.20314158077042155	-1.2810204965390244	-0.08046171513539935	0.215243178305912	-0.09532507638909138	chr18	-0.007926203361511064	PSMG2;MYL12B;RIOK3;MALT1;MYL12A	0.2110677841319326	2.950402194542771	matched	9102698
NEBL	-0.1929425170705219	0.29133877960415067	1.2136326797301609	0.25160249126987844	-0.4612632959874905	chr10	-0.1587882623884722	PITRM1;POLR3A;ARHGAP21;CCDC6;DLG5	-0.03415425468204969	2.95041841607453	matched	20897310
NEIL1	0.02653275635538943	0.05568639692186128	-0.1399694604797922	-0.040033032664215984	0.12660021963240042	chr15	0.1887183374992023	PCLAF;RPUSD2;LRRC57;BMF;SERINC4	-0.16218558114381287	0.9772773472226018	matched	75347038
NEK8	-0.02975216198747832	0.05139560873594928	-0.03768915040855103	0.15755045896929198	-0.05529372487525552	chr17	0.09343879054093662	GSDMB;TSPAN10;POLG2;HOXB6;ASB16	-0.12319095252841494	0.5246586105047593	matched	28728787
NEMF	-0.08781609276775182	-0.6897171524987158	-0.2901794657987604	0.032435193689852815	0.30157608487328924	chr14	-0.01895070829966823	STYX;ERO1A;SAMD4A;MARK3;PSMC6	-0.06886538446808359	1.5803515196397782	matched	49852787
NEU1	0.48745042241329717	-0.38149606953429505	0.043432732857821676	-0.24732869900034338	0.6979601535258417	chr6	-0.0185312491416193	GTPBP2;PHF1;FLOT1;MAD2L1BP;YIPF3	0.5059816715549165	1.0327304997279454	matched	31862820
NEU3	-0.020499182967508744	-0.2202088652339682	-0.06048133800786404	-0.17004314864465847	-0.02887801457090139	chr11	0.10826840134216892	RELT;PAAF1;USP2;TMEM41B;ATG16L2	-0.12876758430967766	0.6189808042916065	matched	74988932
NEURL4	-0.24443090886131724	-0.5548091235614616	-0.22225450451620393	0.3207555696904434	0.3644648800557191	chr17	-0.057837352302060024	CNP;ATXN7L3;TMUB2;THRA;KRT10	-0.18659355655925722	1.3152653699805086	matched	7329334
NFAT5	-0.25209776960412	-1.4227726610118263	-0.0016111915951956823	0.21867933689924057	-0.6088309238372103	chr16	-0.05831513744509492	USP10;NFATC3;RANBP10;CMTM4;CREBBP	-0.19378263215902508	3.381967890891448	matched	69565965
NFE2L1	-0.24418767931673635	-0.2332558063309076	0.19264252060692688	0.22764897469062306	-0.08114910439129441	chr17	0.14522454978482313	DDX5;RPL23;MXRA7;GRN;VAT1	-0.3894122291015595	0.8621939635971916	matched	48048358
NFE2L2	0.060458150251935905	-0.016964256049966098	-0.060172710064688606	-0.15306938134726988	-0.12072466319858921	chr2	-0.023265678120471728	ATIC;PDK1;ITPRID2;PEX13;UGP2	0.08372382837240763	0.5145270899722766	matched	177264726
NFIA	0.18897856364258736	-0.28962447255501556	-0.001730470717317134	0.2519559570079062	-0.4006836040132171	chr1	-0.227236113990264	PCNX2;PBX1;NEGR1;PLXNA2;PLPP3	0.41621467763285136	1.9835814332997075	matched	61082560
NIBAN2	-0.06685755055937292	-0.34262468309144845	0.7348762646021552	0.04219681327992708	-0.0414051101145978	chr9	-0.26426102775682364	PTPA;GPR107;RABL6;UBE2R2;RUSC2	0.19740347719745072	1.3888121987166666	matched	127569072
NID2	-1.0233111702556021	-0.1855408832851766	0.026143238413157688	-0.13499417363317434	0.036317797919457884	chr14	-0.10053456024167384	KTN1;HECTD1;KLC1;ACTR10;DYNC1H1	-0.9227766100139283	0.6859965871652977	matched	52069058
NIP7	0.07781048803107105	-0.5029790633067928	0.05103992145431312	-0.6104559351116593	-0.6971893752000912	chr16	-0.13060755622034997	THAP11;ATXN1L;ZNF205;SH2B1;ZNF200	0.20841804425142102	2.3701456645388648	matched	69339771
NIPAL3	-0.3319372988643474	-0.14944962540176188	0.058009012891276246	-0.013207964580393305	0.00982851408286567	chr1	-0.16138614286728767	IPO9;ZMPSTE24;LUZP1;NFYC;SMAP2	-0.17055115599705975	0.2429729660288108	matched	24415801
NKIRAS1	0.06812264429006909	-0.2313268298983685	-0.08252166999768204	0.18563125967066563	-0.6406311729006413	chr3	0.08764142017885064	CLDN1;CCNL1;BCL6;NIT2;LSG1	-0.01951877588878155	0.9910864659711011	matched	23916989
NLGN2	-0.2517520312680208	0.021532213487221008	-0.016886350626167945	0.043177411273471855	0.3908400500189413	chr17	-0.03838158683208165	NT5C3B;NAGLU;BECN1;AARSD1;PCYT2	-0.21337044443593917	0.3803957034915112	matched	7407844
NLN	0.008587810414689478	-0.008429766389788762	-0.07689843969193041	0.08417619487867856	0.15476779133899643	chr5	-0.25183947800788664	MRPS27;SH3PXD2B;SCAMP1;TCERG1;RBM27	0.2604272884225761	0.3302629495572298	matched	65722204
NNT	-0.12114646022317643	-0.022572145494479667	0.134083339179087	0.06503586568521036	0.11468792769081881	chr5	-0.03776653195825315	TBCA;CAST;MARCHF6;SNX2;MARCHF3	-0.08337992826492328	0.31440085627200176	matched	43603179
NOSIP	0.4500579393823214	-0.0028526585876743615	0.08988169768419774	0.10745552586337122	0.46843215269155425	chr19	0.09008947056897243	PGPEP1;ERCC2;CYTH2;SIRT2;GNA11	0.359968468813349	0.4755093122718389	matched	49580555
NOTCH2	-0.13535354905273156	0.08216465794761496	0.038633015720912045	0.16818176351569636	-0.19912925585406194	chr1	-0.1348361784187956	PUM1;DCAF6;EPRS1;ENAH;UBR4	-0.0005173706339359485	0.4590382527434677	matched	120069661
NOTCH2NLB	0.38731776616476576	-0.1447636539294872	-0.19513684625249303	0.07257974569486525	-0.009472107138956076	chr1	0.15025549346387237	MIER1;TBCE;MTF2;EDEM3;PRKACB	0.2370622727008934	0.4857435728936528	matched	148679745
NOTCH2NLR	0.2826763110290553	-0.018951648348363603	-0.14115286007735817	-0.042255929155569194	-0.1458894656188373	chr1	0.04975215684384837	COLGALT2;B3GALNT2;SLC44A3;TBCE;MIER1	0.23292415418520696	0.41631006697674633	matched	120723944
NOVA1	0.3768918186967478	0.7076103409010974	0.008979906595853127	0.2517369929086566	-1.5331223731093417	chr14	0.12590049453603464	LRFN5;MIA2;FBXO33;EFCAB11;TDP1	0.2509913241607132	5.270380991579541	matched	26598032
NPEPPS	-0.16848211804911628	-0.24941537622009635	0.21590759773603652	0.2923171900447209	-0.12954918770028045	chr17	0.08303468361458749	SMURF2;DDX42;IGF2BP1;TRIM37;CCDC47	-0.25151680166370377	0.8742757162790797	matched	47531107
NPIPA1	-0.029087035126540872	0.005000073993921425	0.10446465838240071	-0.09110142420013428	0.0139591990533815	chr16	0.0270782136301035	GINS2;HAS3;MTHFSD;TMEM170A;C16orf95	-0.05616524875664437	0.48064668246546344	matched	14937442
NPM1	0.1766980669340832	-0.0884360031759448	-0.017840049977545736	-0.01935763873025617	0.14706592497075488	chr5	-0.05925571505239963	LOX;STC2;SKP1;NREP;REEP5	0.2359537819864828	0.758091063543508	matched	171387848
NR1D1	0.31641062022261357	-0.18489943173950252	0.25927311781497686	-0.1069138197445092	0.17410965204287643	chr17	0.041821670853911086	ASB16;TSPAN10;RND2;CTC1;HOXB7	0.2745889493687025	0.7748370330763727	matched	40100588
NR1D2	-0.44023276828249713	-0.08838557242150125	-0.3458682134362928	0.38985832616079175	-0.6406311729006413	chr3	0.08764142017885068	CLDN1;NIT2;BCL6;CCNL1;LSG1	-0.5278741884613478	1.1056005514090614	matched	23945285
NR1H2	-0.1741813722094454	0.30995194495694167	-0.01998643038842085	-0.12928024593238097	0.26014612227376244	chr19	0.04353780174440089	IL11;TRAPPC5;UBE2S;PSMC4;TBCB	-0.2177191739538463	0.37724360247414546	matched	50376456
NRBP1	-0.06634131686708589	-0.28730694843641236	0.17644266056479374	0.02333603585537114	0.002281185343671943	chr2	-0.08483134060219388	SLC4A3;ATG9A;OBSL1;RETREG2;TMBIM1	0.018490023735107997	0.5012858040426533	matched	27428630
NSD1	-0.09973657429940008	-0.03968499597108188	-0.05867984067189319	0.5350867224512488	0.09232911258298848	chr5	-0.1254369024047298	ANKHD1;FAM13B;KDM3B;DCTN4;CYSTM1	0.02570032810532971	1.0864284437767249	matched	177133772
NSF	0.14387593470637317	-0.2583326835580011	0.36610036817035657	0.15740850162257614	-0.224195814645646	chr17	-0.02972874112151694	SMURF2;SSH2;NF1;SUZ12;NSRP1	0.1736046758278901	0.8584475332322354	matched	46590668
NSMCE2	0.1710366380854067	-0.06518903181352498	-0.237240763412937	0.2413568938214572	-0.0072089670874908585	chr8	-0.031962128970875	UBR5;STAU2;INTS9;PSD3;NIPAL2	0.2029987670562817	0.8716606185599666	matched	125091859
NSUN6	0.16454081602207982	-0.22585645734837578	-0.15848136914794297	0.47622012118134127	-0.27645808869726074	chr10	-0.14668205561601666	IPMK;ANKRD26;BEND7;MASTL;ZNF365	0.3112228716380965	1.2191974916186206	matched	18651586
NUAK2	-0.1684418279848332	-0.08372773995357674	-0.07458783791689289	0.03252181954075095	-0.0037596725162910016	chr1	0.22391606936878716	PPIH;ECHDC2;ETNK2;DYRK3;C1orf50	-0.39235789735362037	0.16817131841499022	matched	205321744
NUDT21	-0.006537477528715918	-0.09279573610010129	0.09605832008128423	-0.09313889529249658	0.03223715704516683	chr16	0.11537088605651853	DNAJA3;GLIS2;HMOX2;RABEP2;DEF8	-0.12190836358523445	0.2276536008349482	matched	56451331
NUMA1	-0.22717936757617263	-0.12963258074318662	0.12177862251650273	-0.2454561626647449	0.16373087913245438	chr11	-0.16938592336379407	RAB6A;CELF1;YAP1;PPP6R3;HIPK3	-0.05779344421237856	0.6311558312883456	matched	72080541
NUP88	-0.16482036636232245	-0.06377779386576421	-0.0886709159321548	-0.027762279117618333	0.05116284215051803	chr17	-0.16697327185724156	PHF12;KAT7;MPP2;CALCOCO2;MRPL45	0.002152905494919116	0.16253908469847372	matched	5419661
NUTM2D	0.2558121460920151	-0.6262995544730929	0.19382242562173113	0.16041652015878338	-0.2623788493639741	chr10	-0.1255252466610649	PRF1;KAZALD1;HHEX;IFIT2;PDZD7	0.38133739275308	1.1016674232589745	matched	87357743
NVL	0.12611535063630352	-0.2949157506419424	-0.21984325591530157	0.117883927332749	-0.07608772697345212	chr1	0.025792002182025625	EDEM3;MIER1;PRKACB;ARID4B;TBCE	0.1003233484542779	0.46137693948089137	matched	224330171
OGFOD1	-0.17298670027644025	-0.09378915163849888	0.12063574280462497	0.07174624855914469	0.03223715704516683	chr16	0.11537088605651852	DNAJA3;HMOX2;GLIS2;RABEP2;DEF8	-0.28835758633295877	0.28989201809882903	matched	56451553
OPA3	-0.1434551630294223	-0.39997957618220426	0.0843990958391298	0.09612885864714707	-0.0025427923679948172	chr19	0.09220947654970643	PGPEP1;SLC27A1;PRKD2;FZR1;PLEKHA4	-0.23566463957912873	0.4709867697728466	matched	45584801
OSBPL6	-0.024882577277466567	-0.17431081406463186	-0.16054177820750815	0.14360756765053617	-0.06795934367835588	chr2	-0.16931137267503793	PLEKHM3;ASAP2;ATAD2B;SPAST;PTPN4	0.14442879539757136	0.47287115613804803	matched	178194511
OSBPL9	-0.2725578767725807	-0.013843197517517503	0.06629586898732354	0.20142423251852115	-0.04882768434961382	chr1	-0.2009599674072396	DCAF6;PUM1;USP48;PKN2;UBR4	-0.0715979093653411	0.3431781695667253	matched	51617091
OTOGL	-0.0502367866768898	0.00743477996066888	-0.061847784196228384	0.18746776495694206	0.2833999361577084	chr12	0.07295065813880677	PDE3A;GRIP1;CEP83;MGAT4C;POC1B	-0.12318744481569657	1.1011838604877768	matched	80099536
OXCT1	-0.2045657990609957	0.31311083410624807	0.19072835939595345	0.34393680088202916	-0.060965442206099896	chr5	-0.13000186788741494	ZFR;MARCHF6;LARP1;MARCHF3;AP3S1	-0.07456393117358076	0.5036772084634394	matched	41870424
P2RY1	0.3865696130178562	0.4298251098964947	-0.2245783592807653	-0.09027572677344176	-0.6894026558406314	chr3	0.1314492444833919	GPR27;OXSM;IL12A;ASTE1;LMOD3	0.2551203685344643	2.696966926657897	matched	152835130
PA2G4	-0.048127992469864544	-0.23735426863890496	0.4181005365568866	-0.2608977146576963	0.5248696834978721	chr12	-0.1241962234706568	TUBA1C;SRSF9;LMBR1L;RSRC2;STAT6	0.07606823100079226	1.7371912394478088	matched	56104558
PABPC1L	-0.13016557044442534	0.09458467151589631	-0.3190187882436737	-0.09703294801974946	0.17614166735905212	chr20	0.01666869626201617	COL20A1;RTEL1;UBOX5;ZNF335;TCFL5	-0.1468342667064415	0.6784726256422161	matched	44910059
PAIP1	0.004762555817923619	-0.1888011943865977	0.13317300376911856	-0.06295498160258836	0.030989334148129766	chr5	-0.2272273105883354	GFM2;SNX18;F2R;TARS1;SNX2	0.23198986640625902	0.3207189368571738	matched	43557076
PAIP2	0.18864356072558852	-0.2534892015651462	0.09974172173429596	0.07809670184438518	0.1029385503426763	chr5	0.07644118561436812	SLC26A2;UBE2B;PPP2CA;FAM53C;DCTN4	0.1122023751112204	0.5804691876532548	matched	139341853
PARD6B	0.31606243213422003	-0.486025262967997	-0.7518582599460237	-0.27693955791249625	-0.808191419761172	chr20	-0.21851438626821051	TTI1;SPAG4;MROH8;NFS1;MMP24	0.5345768184024305	3.3372285977507388	matched	50731579
PARK7	0.3618742404761379	-0.5533244729986944	0.17414723329604032	-0.3675744963212063	-0.13380407312557396	chr1	-0.07531815512944123	FUBP1;SEC22B;NEXN;IARS2;SRSF11	0.43719239560557915	0.9904379834415221	matched	7961710
PARP14	-0.24039172020198407	-0.003691436295066297	-0.2120210447506762	0.05241200892079795	0.06858409676114316	chr3	-0.11808955983599265	SNRK;NKTR;ACAD9;PODXL2;KLHL24	-0.12230216036599142	0.3070988318917362	matched	122680838
PARP9	-0.252745387580231	0.025470800135571348	-0.09692031643584542	-0.0006395852446529071	0.05896257161806315	chr3	0.06066866303287516	EXOSC7;TTLL3;ALS2CL;SNRK;PODXL2	-0.3134140506131062	0.3715486134458725	matched	122564299
PATJ	-0.3480168875649605	0.04237144018079064	-0.12603882711550796	0.26822263621665776	-0.16118309325088287	chr1	-0.10883597956127167	PCNX2;AK5;LEPR;PDE4B;TGFBR3	-0.23918090800368885	0.8483736784669951	matched	61742479
PBRM1	-0.46454345600124913	-0.11986215531648714	-0.1667115143997741	0.10708124052912948	0.36358935789858193	chr3	-0.2356645261043692	PRKAR2A;SMARCC1;SETD5;SETD2;YEATS2	-0.22887892989687994	0.5854291685817781	matched	52685912
PCDH17	0.6989768586817018	0.05057515391343992	-0.13649581156191726	0.16527261236640423	-0.5073026113072121	chr13	0.007531427980024263	FGF9;BRCA2;NALCN;SMAD9;RAB20	0.6914454307016775	1.6713316954109398	matched	57631743
PCDH9	-0.11510390941817317	-0.3674792689625921	-0.963894755689323	0.41918893056109496	-0.7351897290665454	chr13	-0.3947197993889757	KLF12;GPC6;NBEA;TBC1D4;ENOX1	0.27961588997080256	5.058719574343272	matched	67230335
PCDHA2	-0.6960033677189489	-0.07632533401078545	-0.7399755415822331	1.0236088768399798	1.2545609603239174	chr5	-0.01351598862568093	PPARGC1B;PCDH1;CSF1R;CAMK2A;SH3TC2	-0.682487379093268	4.083534191589539	matched	140794851
PCDHA4	-0.39147010647789937	0.14078879007780412	-0.03897815899001911	0.7091138583296496	1.196152173648759	chr5	-0.016510274853345108	CAMK2A;PPARGC1B;PCDH1;UIMC1;FNIP1	-0.37495983162455426	3.3973767764472385	matched	140807067
PCDHA6	-0.6185888172501561	-0.06889169737409628	-0.5849591878609548	0.8975182260688533	1.2383042959398893	chr5	-0.01351598862568093	PPARGC1B;PCDH1;CAMK2A;CSF1R;SH3TC2	-0.6050728286244752	3.637698339153494	matched	140827959
PCDHA7	-0.43322201177073705	-0.058961657605248796	-0.8175944706339431	0.8709353979373036	1.2383042959398893	chr5	-0.01351598862568093	PPARGC1B;CSF1R;PCDH1;CAMK2A;SH3TC2	-0.4197060231450561	3.9526454601006016	matched	140834268
PCDHB2	-0.17294600860059361	0.19306309050093629	0.08233700282264828	-0.40909624897821684	1.2181390467534428	chr5	-0.054479408853444336	DDX41;ARSI;RNF44;NOP16;PRR7	-0.11846659974714928	2.1277010390595392	matched	141094614
PCDHB3	0.015582797940213222	0.33523368897066214	0.06083337827962443	-0.701042404983236	1.086921856650448	chr5	-0.08687205038744414	DOK3;F12;GPRIN1;ZNF300;MXD3	0.10245484832765736	2.8694106711252867	matched	141100472
PCDHB4	-0.41361100198256806	0.656504340095575	-0.4638331949920831	-0.7386802564359748	1.1733766469663638	chr5	-0.20663914645880524	ZNF300;GPRIN1;DOK3;CD74;F12	-0.20697185552376282	3.4491982419678813	matched	141121817
PCDHB5	-0.09133137510340639	0.6876175766576841	-0.5067054496068437	-0.802153393096751	1.2746340704117387	chr5	-0.1732115717949577	ZNF300;GPRIN1;PITX1;DOK3;CD74	0.0818801966915513	3.8486478757484903	matched	141135205
PCDHB6	-0.3550509525709462	0.8136399046986851	-0.8624915062312124	-0.9960693083570247	1.3674132111226234	chr5	-0.021680079401570018	ZNF300;GPRIN1;CD74;PITX1;MRNIP	-0.3333708731693762	5.370454323926783	matched	141150056
PCM1	-0.23948631279584642	-0.37515184359044307	0.08196210736457299	0.11957689817546824	-0.04828793176086099	chr8	-0.16943437702955694	MTDH;TMEM65;RBPMS;NSD3;RNF19A	-0.07005193576628949	1.0117749617848981	matched	17922987
PCNP	0.005768970954642683	-0.10389902041354515	0.06152263177377426	-0.06074043038217217	-0.0450629590800089	chr3	0.10480921023763905	NDUFB5;MRPL47;TPRA1;TOMM70;TMEM43	-0.09904023928299636	0.28164070898186655	matched	101574179
PCNX1	-0.42701000981633896	-0.32279684989444557	-0.0006346755427305562	0.370832284369665	-0.25139613742073186	chr14	-0.206546964826917	SAMD4A;HECTD1;ARHGAP5;STRN3;HEATR5A	-0.22046304498942196	0.7992158128623124	matched	70907458
PDCD2	0.3088397229244846	0.17112649945737313	-0.015061085671098706	-0.3806554382550622	-0.2267522568371504	chr6	0.11791587397047501	ASF1A;ABRACL;MICAL1;TDP2;ECI2	0.19092384895400957	0.510081959064035	matched	170584636
PDCD4	0.2871174326759194	-0.4473346984893001	-0.04860735707922881	-0.34679158869996496	-0.2048579774912357	chr10	0.026445110673183003	TNKS2;FAS;LIPA;PCGF5;MTPAP	0.2606723220027364	0.9948464740841003	matched	110871927
PDE6A	-0.01559071625699704	-0.6276473063722487	-0.2140592812301827	0.2307079391195881	0.30423758964195724	chr5	0.4837891209163402	CDC25C;CDKL3;IL31RA;NRG2;NME5	-0.4993798371733372	2.334680364365949	matched	149944792
PDE6D	0.37787792425371336	-0.09477311396150123	-0.19539877255347782	0.16459154826227673	0.259566520603477	chr2	-0.04441185177091367	GMCL1;ORC2;MXD1;NFU1;STRADB	0.42228977602462703	0.41601861837935655	matched	231781281
PDE7A	0.06497272451509506	0.06893641000562423	-0.25590406411075567	0.0880227367042481	-0.026590514592462422	chr8	-0.0042733040793836025	PAG1;ZHX2;MFHAS1;DENND3;UBE2W	0.06924602859447866	0.5146212130701923	matched	65842063
PDE8A	-0.36121841875779115	0.08818005145783192	-0.04967687384157969	0.04770312110767572	-0.4026871780542052	chr15	-0.10813821232545295	GLCE;TRPM7;PIAS1;AQR;MYO9A	-0.2530802064323382	0.5481526173107107	matched	84981855
PDF	0.15458470288543857	-0.17988589352146733	-0.5168316703009825	-0.48159721755075613	-1.0800868738331502	chr16	0.050424896453205206	ZNF200;ZNF205;ZNF213;PDP2;THAP11	0.10415980643223337	2.478048042953602	matched	69330587
PDGFRL	-0.4869214371588626	0.03607808398700474	-0.13406830049812432	0.012337044547061526	0.06244963043907781	chr8	0.048847020123769624	ATAD2;POP1;ANKRD46;DPY19L4;INTS9	-0.5357684572826322	0.4272833171083913	matched	17577215
PDK2	-0.3060887414092255	-0.029936445102998643	-0.019869019769433643	-0.24498342129541978	0.032276379833294455	chr17	0.07545365948112509	MLLT6;PCGF2;TVP23B;DCAKD;MRPL45	-0.3815424008903506	0.2876782199476916	matched	50095350
PDLIM5	-0.13972158529719714	-2.3933375207344048	0.6072434407093075	0.1225202738303317	-0.2431130613179524	chr4	-0.3525945078286007	CAMK2D;SEC31A;PDGFC;CLCN3;PALLD	0.21287292253140355	9.394696007565187	matched	94451941
PDZRN3	-0.18215073139349425	0.2613398056506142	-0.11922216115999429	0.15146987651658472	-0.025055935814496832	chr3	-0.1549764128753001	PLCL2;SLC4A7;SUCLG2;ATG7;RARB	-0.027174318518194157	1.0331996173914582	matched	73624940
PELI1	-0.2927065858734599	-0.07018799587964408	0.1004152062083995	0.007828109898665225	-0.3288617834846709	chr2	-0.0624374066904573	DCAF17;DNAAF10;TRMT61B;METTL8;HEATR5B	-0.23026917918300258	0.6765739312296413	matched	64144419
PFDN6	0.23072997564154818	-0.24126388691321776	-0.07541372467215351	-0.4015509659849943	0.062210210424997525	chr6	0.22954861939087934	TBCC;H1-2;TOMM6;POLR1C;MAD2L1BP	0.0011813562506688413	1.3765901240502045	matched	33289600
PFKFB2	0.2295036316893797	0.041381705810563524	-0.0813789622641301	0.027454006426752983	0.022259261881795694	chr1	0.07402529987883993	PODN;ETNK2;WNT4;FOXO6;RAB7B	0.15547833181053977	0.21699233106396193	matched	207053274
PHAX	-0.05825091785155845	-0.1655099336609872	0.08813879152590187	0.0752728816006588	0.25424209549427745	chr5	0.05016358255200881	SPDL1;GOLPH3;PELO;MIER3;MOCS2	-0.10841450040356726	0.5171180796678009	matched	126600946
PHF20	0.15544461016864108	-0.491452520398987	-0.1503824213247268	0.5538199513444065	0.24377207754672775	chr20	-0.1840305121469813	PIGU;CTNNBL1;RPRD1B;DIDO1;B4GALT5	0.3394751223156224	1.7406679155126707	matched	35772014
PHKG2	-0.006045832918314176	-0.08706420833128126	-0.2709852036975325	0.04800487884321902	0.43869779634691497	chr16	-0.1059139634730352	RIPOR1;CES2;ZNF263;PLA2G15;EDC4	0.09986813055472102	0.7894600751767151	matched	30748424
PHLDA3	0.20256416571004632	0.015008564056616658	0.2314534271241504	-0.09206906778601032	-0.07008445833119997	chr1	0.17270925387119346	RBM8A;RPL11;LYPLA2;BTG2;POMGNT1	0.02985491183885286	0.559772236127165	matched	201469187
PHLDB2	-0.20601824859320672	-0.2785799575956913	0.2823107225410615	0.072947010467592	-0.0610436518175515	chr3	-0.15122582975285362	IGF2BP2;ATP13A3;DLG1;FYTTD1;PAK2	-0.0547924188403531	1.1279066937205142	matched	111859264
