tile_id	chrom	dlam_mCh	siScr_mCh	dlam_DNK	tss_count	pc1_GSM9401860	pc1_GSM9401861	pc1_GSM9401862	pc1_GSM9401863
chr7:148000000-148500000	chr7	0.038786	0.180021	-0.234661	2	0.255252	0.229525	0.303954	0.384251
chr7:148500000-149000000	chr7	-0.066745	-0.358561	-0.127563	8	1.28168	1.26582	1.23654	1.31046
chr7:149000000-149500000	chr7	-0.055033	0.235694	0.048603	4	1.18424	1.26137	1.18966	1.26722
chr7:149500000-150000000	chr7	0.07679	0.882535	0.261774	2	0.567177	0.401012	0.568356	0.428415
chr7:150000000-150500000	chr7	0.263614	0.725272	0.104321	15	1.292	1.32038	1.18932	1.19892
chr7:150500000-151000000	chr7	-0.080068	0.142794	0.089363	19	1.2944	1.24954	1.2221	1.22262
chr7:151000000-151500000	chr7	0.239909	-0.796544	-0.206103	4	1.22957	1.23969	1.16485	1.20733
chr7:151500000-152000000	chr7	0.046493	-0.367049	-0.03267	3	1.17992	1.16675	1.17864	1.01344
chr7:152000000-152500000	chr7	-0.16541	-0.089992	-0.296064	3	1.3755	1.36947	1.42989	1.11432
chr7:152500000-153000000	chr7	0.039957	1.21712	0.051432	0	-0.237667	-0.304098	-0.0169928	-0.016814
chr7:153000000-153500000	chr7	0.326312	1.1557	0.317027	0	-0.69537	-0.779827	-0.567115	-0.337237
chr7:153500000-154000000	chr7	-0.028129	1.38062	0.264653	1	-0.607748	-0.620732	-0.380251	-0.59256
chr7:154000000-154500000	chr7	0.036648	1.3369	0.260803	0	-0.66702	-0.609271	-0.353589	-0.320391
chr7:154500000-155000000	chr7	-0.192639	1.431	-0.082353	2	0.668357	0.63555	0.6966	0.569304
chr7:155000000-155500000	chr7	-0.229194	0.935382	-0.088538	4	1.0189	0.948686	1.00134	1.0092
chr7:155500000-156000000	chr7	-0.075392	1.18206	0.010949	1	0.698151	0.64223	0.658062	0.478897
chr7:156000000-156500000	chr7	-0.046581	1.34168	0.086377	1	1.04445	0.850445	1.03148	1.02822
chr7:156500000-157000000	chr7	-0.302702	0.391815	0.031431	4	1.26362	1.20874	1.24433	1.38041
chr7:157000000-157500000	chr7	-0.105605	0.630288	0.279825	1	0.802149	0.599381	0.740938	0.661469
chr7:157500000-158000000	chr7	-0.139931	1.22624	0.219149	0	-0.116026	-0.236785	0.016536	0.0559339
chr7:158000000-158500000	chr7	-0.204585	1.1532	0.304186	2	0.518168	0.466948	0.588672	0.471478
chr7:158500000-159000000	chr7	-0.05985	0.826907	0.068397	3	1.0121	0.982535	1.06624	1.04403
chr8:3000000-3500000	chr8	0.222002	0.784129	0.378064	0	-0.43226	-0.302165	-0.466244	-0.546312
chr8:3500000-4000000	chr8	0.056512	0.890006	0.375511	0	-1.17735	-1.24639	-1.25211	-1.16471
chr8:4000000-4500000	chr8	0.463181	0.533858	0.303392	0	-1.22941	-1.25755	-1.27077	-1.21069
chr8:4500000-5000000	chr8	0.304141	0.639193	0.349044	1	-1.18442	-1.21974	-1.25958	-1.28874
chr8:5000000-5500000	chr8	0.149931	0.966783	0.256183	0	-1.24022	-1.18227	-1.24916	-1.25631
chr8:5500000-6000000	chr8	0.175869	1.00496	0.172459	0	-1.18439	-1.21791	-1.17356	-1.25245
chr8:6000000-6500000	chr8	-0.208572	0.909167	-0.117108	2	0.498043	0.538015	0.413332	0.484229
chr8:6500000-7000000	chr8	-0.306243	1.21869	-0.045148	9	0.472192	0.562114	0.463688	0.531875
chr8:8000000-8500000	chr8	0.000805	-0.65288	0.030794	1	1.2563	1.24479	1.27198	1.36574
chr8:8500000-9000000	chr8	-0.052036	-0.43882	-0.084953	3	1.18898	1.29686	1.32191	1.3281
chr8:9000000-9500000	chr8	-0.086989	0.399764	-0.230968	2	0.729429	0.715343	0.66971	0.692526
chr8:9500000-10000000	chr8	-0.183097	0.722074	-0.003433	1	0.296055	0.254066	0.244626	0.345191
chr8:10000000-10500000	chr8	-0.376748	1.33356	-0.101898	1	0.381132	0.316617	0.193383	0.135876
chr8:10500000-11000000	chr8	-0.457225	0.870548	-0.291168	4	1.0069	0.935826	0.968139	0.970756
chr8:11000000-11500000	chr8	-0.123419	0.031258	0.06741	5	1.44291	1.36434	1.4539	1.42756
chr8:11500000-12000000	chr8	-0.193496	-0.281799	-0.12691	11	1.068	0.917071	0.942648	1.03746
chr8:12500000-13000000	chr8	0.200815	-0.155775	-0.144076	2	-0.211029	-0.228601	-0.121412	-0.059769
chr8:13000000-13500000	chr8	0.064082	-0.995978	-0.032834	2	-1.27611	-1.24706	-1.22002	-1.28743
chr8:13500000-14000000	chr8	0.033896	0.66659	0.493976	0	-1.37961	-1.3622	-1.49384	-1.39544
chr8:14000000-14500000	chr8	0.258078	0.650382	0.621489	0	-1.37456	-1.43573	-1.45106	-1.48795
chr8:14500000-15000000	chr8	0.316708	0.754482	0.169646	0	-1.35587	-1.39979	-1.42195	-1.52112
chr8:15000000-15500000	chr8	0.088186	0.182477	0.059858	2	-1.37718	-1.32916	-1.40496	-1.33157
chr8:15500000-16000000	chr8	-0.046208	0.449304	0.113577	0	-1.42321	-1.29913	-1.41614	-1.34282
chr8:16000000-16500000	chr8	0.001519	-0.192339	0.303899	1	-1.43938	-1.40639	-1.47317	-1.47995
chr8:16500000-17000000	chr8	-0.098021	-0.604848	0.127688	2	-1.41991	-1.38673	-1.42759	-1.38894
chr8:17000000-17500000	chr8	-0.086786	-0.798364	-0.209985	6	-0.546375	-0.427545	-0.76916	-0.764702
chr8:17500000-18000000	chr8	0.049944	-1.06342	-0.140478	4	0.704042	0.788007	0.674116	0.769499
chr8:18000000-18500000	chr8	-0.105796	-0.074389	-0.166408	2	-1.0125	-0.843567	-0.869815	-0.944547
chr8:18500000-19000000	chr8	0.142857	-0.891029	-0.31871	1	-0.934625	-0.812639	-0.967674	-0.946295
chr8:19000000-19500000	chr8	-0.049692	-0.445525	-0.14636	1	-0.851425	-0.954992	-0.953582	-0.918524
chr8:19500000-20000000	chr8	-0.116658	-0.08818	-0.113286	3	-0.542771	-0.358641	-0.552913	-0.377059
chr8:20000000-20500000	chr8	-0.008148	0.387453	-0.060941	3	-0.20736	-0.208521	-0.261912	-0.330462
chr8:20500000-21000000	chr8	0.223578	0.869612	-0.140745	0	-0.219959	-0.250976	-0.333442	-0.203378
chr8:21000000-21500000	chr8	-0.010197	0.954287	0.03864	0	0.630696	0.69281	0.724018	0.670195
chr8:21500000-22000000	chr8	-0.163786	0.316118	-0.017387	10	1.17623	0.971645	1.05878	1.14551
chr8:22000000-22500000	chr8	-0.13692	-0.798509	-0.11677	12	1.43314	1.44411	1.41686	1.38727
chr8:22500000-23000000	chr8	-0.022345	-0.688424	0.105008	6	1.48664	1.49163	1.49406	1.55719
chr8:23000000-23500000	chr8	-0.084168	-0.665092	-0.040371	7	1.43296	1.34109	1.29455	1.29196
chr8:23500000-24000000	chr8	-0.023759	-0.238028	-0.225541	3	-0.635571	-0.739775	-0.682496	-0.626062
chr8:24000000-24500000	chr8	0.228415	0.083438	0.18576	3	-0.853426	-0.854864	-0.85296	-0.849996
chr8:24500000-25000000	chr8	-0.171336	0.445897	-0.098219	2	-1.03433	-1.15085	-1.07444	-1.00364
chr8:25000000-25500000	chr8	0.059165	-0.2667	-0.164733	4	0.0909089	0.168175	-0.0193956	-0.130669
chr8:25500000-26000000	chr8	0.036665	0.393868	-0.221035	1	-0.906131	-0.82451	-0.936842	-0.748828
chr8:26000000-26500000	chr8	0.030727	-0.395384	-0.120917	4	0.908805	1.07313	0.853615	0.759737
chr8:26500000-27000000	chr8	0.169317	0.471849	0.089632	1	-0.580982	-0.574958	-0.766496	-0.725626
chr8:27000000-27500000	chr8	-0.510627	0.739146	-0.039872	7	0.919594	0.874581	0.833563	0.821564
chr8:27500000-28000000	chr8	-0.253503	0.013827	-0.240131	6	1.08991	1.17446	1.0324	1.25742
chr8:28000000-28500000	chr8	-0.256658	-0.413145	-0.380286	4	1.20906	1.19678	1.21175	1.18969
chr8:28500000-29000000	chr8	-0.046806	-1.10359	-0.177834	3	1.30562	1.4437	1.47141	1.46649
chr8:29000000-29500000	chr8	0.289401	-1.09796	-0.276275	2	1.43355	1.43866	1.43606	1.47062
chr8:29500000-30000000	chr8	-0.021756	-0.943681	-0.14534	2	1.19812	1.13573	1.15652	1.1192
chr8:30000000-30500000	chr8	-0.125701	-0.929212	0.031958	4	0.837253	0.807768	0.604514	0.66498
chr8:30500000-31000000	chr8	-0.121956	-0.379322	0.013713	7	1.20585	1.26177	1.2501	1.06388
chr8:31000000-31500000	chr8	0.037356	0.631088	-0.081495	0	-0.815777	-0.847408	-1.22095	-1.04838
chr8:31500000-32000000	chr8	-0.252651	0.645583	-0.086073	0	-1.4647	-1.38728	-1.40918	-1.50777
chr8:32000000-32500000	chr8	-0.236564	-0.213337	-0.107565	1	-1.32059	-1.28887	-1.31254	-1.32147
chr8:32500000-33000000	chr8	0.175681	-0.456251	-0.168596	1	-0.981116	-0.947134	-1.148	-1.16925
chr8:33000000-33500000	chr8	-0.130894	0.123067	-0.40546	5	0.274192	0.193566	0.109858	0.126713
chr8:33500000-34000000	chr8	0.206162	1.02696	-0.031286	0	-1.20174	-1.17647	-1.25262	-1.18303
chr8:34000000-34500000	chr8	0.204084	0.980897	0.239327	0	-1.38036	-1.37666	-1.43537	-1.50017
chr8:34500000-35000000	chr8	0.032457	0.36528	-0.114205	0	-1.36699	-1.35894	-1.36603	-1.36504
chr8:35000000-35500000	chr8	-0.190171	0.502095	-0.121267	1	-1.27072	-1.28488	-1.32101	-1.2573
chr8:35500000-36000000	chr8	-0.002493	1.06982	0.264757	0	-1.01737	-1.04347	-1.04024	-1.00904
chr8:36000000-36500000	chr8	-0.209264	1.15783	0.018352	0	-1.34886	-1.25053	-1.35524	-1.208
chr8:36500000-37000000	chr8	-0.03628	-0.073673	0.008127	1	-0.768549	-0.702577	-0.681106	-0.725692
chr8:37000000-37500000	chr8	-0.174288	-0.002046	-0.352898	0	-0.159963	-0.0532278	-0.120019	-0.121058
chr8:37500000-38000000	chr8	0.060412	-0.624718	-0.279405	10	1.34811	1.29644	1.34939	1.39359
chr8:38000000-38500000	chr8	0.026417	-1.11093	-0.198807	8	1.38396	1.37313	1.2952	1.32086
chr8:38500000-39000000	chr8	-0.107185	-0.923908	0.103951	6	1.23736	1.21394	1.36979	1.35156
chr8:39000000-39500000	chr8	-0.213582	-0.237724	0.108493	1	-0.424021	-0.388538	0.704137	0.62291
chr8:39500000-40000000	chr8	-0.024599	-0.306046	-0.130241	3	-1.12363	-1.08359	-0.660906	-0.399812
chr8:40000000-40500000	chr8	-0.15126	-0.701256	-0.297323	1	-1.17542	-1.14692	-1.15698	-1.14697
chr8:40500000-41000000	chr8	-0.484981	-0.131662	-0.310861	1	-0.927098	-0.845314	-0.929183	-0.824833
chr8:41000000-41500000	chr8	-0.156762	-0.552389	-0.416281	4	0.251847	0.301445	0.221265	0.474097
chr8:41500000-42000000	chr8	-0.106328	-0.534774	0.040818	3	1.09113	1.13453	1.10141	1.12219
chr8:42000000-42500000	chr8	-0.048093	-0.714875	-0.052584	9	1.31736	1.34018	1.32883	1.43716
chr8:42500000-43000000	chr8	-0.131393	-0.535729	-0.121346	8	1.19297	1.18868	1.2403	1.31756
chr8:43000000-43500000	chr8	0.179802	0.906739	0.112794	1	-0.634759	-0.689132	-0.662966	-0.589602
chr8:43500000-44000000	chr8	0.057875	0.778468	0.311157	0	-0.610427	-0.624382	-0.578878	-0.516843
chr8:47000000-47500000	chr8	-0.21256	1.61512	0.644172	0	-0.512706	-0.567507	-0.656876	-0.607972
chr8:47500000-48000000	chr8	0.151724	1.28133	-0.000148	0	-1.19265	-1.13152	-1.13927	-1.30212
chr8:48000000-48500000	chr8	-0.161156	0.442055	0.284541	1	0.51588	0.546682	0.36499	0.472601
chr8:48500000-49000000	chr8	-0.378939	0.085522	0.13763	4	1.19341	1.15483	1.14701	1.19408
chr8:49000000-49500000	chr8	0.027043	-0.256246	-0.068788	0	-0.822985	-0.903694	-0.849835	-0.662076
chr8:49500000-50000000	chr8	-0.017644	-0.00784	-0.358108	3	-0.295035	-0.437445	-0.374397	-0.404632
chr8:50000000-50500000	chr8	0.454813	0.628963	0.623161	0	0.632981	0.570585	0.487307	0.365439
chr8:50500000-51000000	chr8	0.299044	0.735614	0.322674	1	-1.32244	-1.23915	-1.3245	-1.24737
chr8:51000000-51500000	chr8	0.351514	0.518888	0.282478	0	-1.25339	-1.24614	-1.14809	-1.30256
chr8:51500000-52000000	chr8	0.145847	0.594844	0.5164	0	-0.936338	-0.908725	-0.546057	-0.63823
chr8:52000000-52500000	chr8	-0.071156	0.829153	0.385099	0	0.503371	0.502244	0.667228	0.705981
chr8:52500000-53000000	chr8	0.017232	0.670766	0.118816	2	0.386952	0.330027	0.490775	0.304007
chr8:53000000-53500000	chr8	0.127145	0.72877	-0.017738	2	-1.29748	-1.26897	-1.36421	-1.27197
chr8:53500000-54000000	chr8	0.086066	0.407204	0.055376	2	-0.249731	-0.356696	0.0258442	-0.117034
chr8:54000000-54500000	chr8	0.136681	1.19876	0.210299	1	-1.30372	-1.29656	-1.2269	-1.15723
chr8:54500000-55000000	chr8	-0.280027	0.187041	-0.0926	3	0.92216	1.01935	0.977997	1.04309
chr8:55000000-55500000	chr8	-0.070466	0.362103	-0.047519	3	-0.790116	-0.832956	-0.89814	-0.58762
chr8:55500000-56000000	chr8	0.115145	0.828357	0.476706	1	-1.31718	-1.23456	-1.40691	-1.32091
chr8:56000000-56500000	chr8	0.123222	1.25244	0.262413	1	-0.946536	-0.913827	-0.960755	-0.842281
chr8:56500000-57000000	chr8	-0.15831	0.39445	-0.216651	4	0.996305	0.898945	0.963317	1.13076
chr8:57000000-57500000	chr8	0.203593	0.81541	-0.140926	5	-0.849037	-0.935649	-1.03872	-0.994737
chr8:57500000-58000000	chr8	-0.015761	0.542013	0.421131	1	-0.626559	-0.786213	-1.1989	-0.984955
chr8:58000000-58500000	chr8	-0.023697	0.727386	0.10097	0	-0.328145	-0.26704	-0.468566	-0.164642
chr8:58500000-59000000	chr8	-0.022162	0.198521	-0.135218	1	-0.756202	-0.86919	-1.11666	-0.998385
chr8:59000000-59500000	chr8	-0.104719	-0.008245	0.043244	3	1.05662	0.994438	0.942514	0.763703
chr8:59500000-60000000	chr8	-0.20629	-0.168247	-0.005581	1	-0.650254	-0.483297	-0.282005	-0.381764
chr8:60000000-60500000	chr8	0.16766	0.02713	-0.249374	1	-1.46799	-1.48998	-1.4319	-1.4736
chr8:60500000-61000000	chr8	-0.03252	0.303241	-0.024834	0	-1.49773	-1.50686	-1.46612	-1.48432
chr8:61000000-61500000	chr8	-0.097896	0.566197	0.079635	2	-0.416202	-0.578992	-0.653953	-0.546419
chr8:61500000-62000000	chr8	-0.264794	-0.243812	-0.148501	1	1.31784	1.35765	1.3234	1.38222
chr8:62000000-62500000	chr8	-0.023188	0.80568	-0.036824	1	-0.481272	-0.533256	-0.393374	-0.65405
chr8:62500000-63000000	chr8	0.081754	0.24437	0.404314	1	-0.888667	-0.795639	-0.655449	-0.735649
chr8:63000000-63500000	chr8	0.333036	0.882813	0.185577	1	-1.42053	-1.43179	-1.42287	-1.39803
chr8:63500000-64000000	chr8	0.2829	0.914532	0.082662	2	-0.719347	-0.842783	-0.963607	-0.947257
chr8:64000000-64500000	chr8	-0.10849	0.856597	0.025524	1	-0.860385	-0.944351	-0.853249	-0.64048
chr8:64500000-65000000	chr8	0.312788	0.833148	0.507991	0	-1.51442	-1.55135	-1.51287	-1.53309
chr8:65000000-65500000	chr8	0.075968	1.15638	0.487836	1	-1.4627	-1.38777	-1.33893	-1.41966
chr8:65500000-66000000	chr8	0.213186	1.03495	0.400471	1	0.782059	0.814406	0.828298	0.665999
chr8:66000000-66500000	chr8	0.168421	1.27959	0.139185	0	-1.37236	-1.34359	-1.30439	-1.31021
chr8:66500000-67000000	chr8	-0.026574	0.083985	-0.023053	4	1.26029	1.20942	1.19798	1.3139
chr8:67000000-67500000	chr8	-0.113584	-0.02139	-0.072887	5	0.323106	0.353687	0.436477	0.338973
chr8:67500000-68000000	chr8	-0.098816	-0.397522	-0.213022	8	0.877274	0.881515	0.620479	0.821601
chr8:68000000-68500000	chr8	-0.121811	-0.007487	0.041149	1	0.763588	0.645221	0.616087	0.588314
chr8:68500000-69000000	chr8	0.130859	0.956369	-0.017498	2	-1.18437	-1.2172	-1.20362	-1.1117
chr8:69000000-69500000	chr8	-0.025584	0.816946	0.212962	1	-1.50315	-1.51678	-1.53342	-1.54377
chr8:69500000-70000000	chr8	-0.153866	-0.313578	0.109254	0	-1.55941	-1.52411	-1.58704	-1.60015
chr8:70000000-70500000	chr8	0.045182	-0.245879	0.053693	1	-1.46681	-1.4791	-1.52713	-1.49745
chr8:70500000-71000000	chr8	-0.027718	0.793404	0.017894	2	0.923654	0.933752	0.952349	0.81128
chr8:71000000-71500000	chr8	-0.080076	-0.003736	-0.112594	1	1.29732	1.33781	1.31024	1.38771
chr8:71500000-72000000	chr8	0.226329	0.785757	0.232549	3	-0.619753	-0.660659	-0.345406	-0.213365
chr8:72000000-72500000	chr8	0.021021	0.751844	0.157416	1	-1.45535	-1.38055	-1.44237	-1.39904
chr8:72500000-73000000	chr8	0.142014	0.253131	-0.161066	2	0.380637	0.352705	0.137135	0.209014
chr8:73000000-73500000	chr8	0.263701	0.96147	0.170652	1	-1.18173	-1.16447	-1.2546	-1.13141
chr8:73500000-74000000	chr8	0.016172	1.11399	0.137554	1	-0.889762	-0.822427	-1.1187	-0.934874
chr8:74000000-74500000	chr8	-0.136697	-0.011533	0.199124	4	0.653042	0.48964	0.301822	0.257653
chr8:74500000-75000000	chr8	-0.214802	-0.438132	0.012839	5	1.31158	1.29616	1.2131	1.34268
chr8:75000000-75500000	chr8	-0.041711	0.477876	-0.117394	2	-1.25181	-1.2921	-1.30097	-1.28301
chr8:75500000-76000000	chr8	0.041145	0.437816	0.230845	3	-1.55467	-1.52329	-1.56772	-1.64054
chr8:76000000-76500000	chr8	0.226458	0.353	0.479919	1	-0.777269	-0.895021	-0.972754	-0.852448
chr8:76500000-77000000	chr8	0.005239	0.163481	0.316597	0	-0.794435	-0.755014	-0.555882	-0.644249
chr8:77000000-77500000	chr8	0.026028	0.059343	0.193482	0	-1.42064	-1.3323	-1.41699	-1.41559
chr8:77500000-78000000	chr8	-0.153396	-0.169836	-0.145566	2	-0.870882	-0.877789	-1.12297	-0.757048
chr8:78000000-78500000	chr8	0.189681	0.175868	0.470343	0	-1.32771	-1.3808	-1.34929	-1.23415
chr8:78500000-79000000	chr8	0.238581	0.874151	0.683013	0	-1.46551	-1.51079	-1.45951	-1.50619
chr8:79000000-79500000	chr8	0.173984	0.576716	0.183466	1	-1.41505	-1.46711	-1.44509	-1.48537
chr8:79500000-80000000	chr8	0.032055	0.391549	-0.01604	2	-0.764757	-0.762549	-0.748967	-0.560715
chr8:80000000-80500000	chr8	-0.121452	0.447262	-0.229384	0	-1.56264	-1.53202	-1.51928	-1.61079
chr8:80500000-81000000	chr8	-0.137031	-0.542479	-0.191921	3	0.404055	0.447871	0.376556	0.435499
chr8:81000000-81500000	chr8	-0.188174	-0.002119	-0.152716	2	0.976893	1.04043	0.995782	0.982741
chr8:81500000-82000000	chr8	-0.291465	0.19938	-0.128096	1	-0.158066	-0.119838	-0.291519	-0.230534
chr8:82000000-82500000	chr8	-0.038977	-0.240705	0.268413	6	-0.098042	0.0665635	-0.261636	-0.368096
chr8:82500000-83000000	chr8	-0.047633	0.330695	0.229257	5	-0.810452	-0.761532	-0.849153	-0.680826
chr8:83000000-83500000	chr8	-0.068896	0.14479	0.434694	0	-1.50719	-1.56313	-1.53187	-1.60228
chr8:83500000-84000000	chr8	0.138016	-0.229797	0.287293	0	-1.53589	-1.53731	-1.53209	-1.54724
chr8:84000000-84500000	chr8	0.018595	0.480661	0.405315	0	-1.48559	-1.48559	-1.47066	-1.38578
chr8:84500000-85000000	chr8	0.412886	0.437828	0.57703	0	-1.53577	-1.53321	-1.41791	-1.51486
chr8:85000000-85500000	chr8	0.488568	0.374064	0.462189	1	-1.53958	-1.56672	-1.56391	-1.58263
chr8:85500000-86000000	chr8	0.420288	0.676571	0.174488	0	-0.431657	-0.493493	-0.512291	-0.332517
chr8:86000000-86500000	chr8	0.166002	0.574314	0.234257	7	0.0712623	0.203709	0.24541	0.405552
chr8:87000000-87500000	chr8	0.144897	0.12202	-0.003951	4	-0.606009	-0.817457	-0.613887	-0.517472
chr8:87500000-88000000	chr8	-0.075042	1.00317	0.110208	4	0.808893	0.710687	0.794511	0.814373
chr8:88000000-88500000	chr8	0.496522	0.739929	0.580923	0	0.174666	0.27973	-0.104919	-0.259656
chr8:88500000-89000000	chr8	0.007535	0.386173	0.06769	1	-0.977534	-0.982087	-1.2865	-1.32353
chr8:89000000-89500000	chr8	0.092752	-0.339963	-0.048343	1	-1.42305	-1.42824	-1.41334	-1.36738
chr8:89500000-90000000	chr8	-0.311125	0.08383	-0.140036	0	-1.44375	-1.47897	-1.50103	-1.50999
chr8:90000000-90500000	chr8	-0.069801	0.113334	-0.041322	0	-0.988714	-0.905815	-0.541917	-0.392569
chr8:90500000-91000000	chr8	-0.174065	-0.443926	-0.212337	3	1.07756	1.07487	1.15424	1.21389
chr8:91000000-91500000	chr8	0.046775	0.416658	0.273745	2	-0.00287489	-0.011995	0.337595	0.49391
chr8:91500000-92000000	chr8	0.079603	-0.070751	0.02864	3	0.116446	0.0312311	0.237587	0.239808
chr8:92000000-92500000	chr8	0.028709	0.076373	-0.014105	4	-0.927979	-0.789174	-1.04051	-0.785372
chr8:92500000-93000000	chr8	0.453132	0.191505	0.212128	0	-1.54843	-1.57604	-1.56801	-1.48819
chr8:93000000-93500000	chr8	-0.071579	-0.459587	-0.12771	1	-1.53794	-1.488	-1.50661	-1.56645
chr8:93500000-94000000	chr8	-0.02327	-0.730607	-0.057994	1	-1.41366	-1.4259	-1.40607	-1.4485
chr8:94000000-94500000	chr8	0.096129	0.327032	-0.164713	0	-1.48233	-1.51216	-1.51835	-1.4697
chr8:94500000-95000000	chr8	0.053034	-0.507523	-0.102495	4	0.525252	0.555473	0.374269	0.407812
chr8:95000000-95500000	chr8	-0.077232	-0.814645	-0.023528	4	1.43602	1.48186	1.3952	1.46952
chr8:95500000-96000000	chr8	-0.044595	-0.86717	-0.061969	6	1.38244	1.40163	1.37654	1.46109
chr8:96000000-96500000	chr8	-0.269064	-0.52465	-0.189538	3	1.07462	1.17656	1.11968	1.116
chr8:96500000-97000000	chr8	-0.419629	-0.590419	-0.073986	0	-1.18942	-1.13697	-1.08477	-1.04638
chr8:97000000-97500000	chr8	0.088612	-0.988379	-0.244831	4	-0.545227	-0.51107	-0.43488	-0.556922
chr8:97500000-98000000	chr8	0.001446	-0.968468	-0.092981	2	-1.3302	-1.40641	-1.38828	-1.28801
chr8:98000000-98500000	chr8	-0.117005	-0.78445	0.017737	1	-1.18776	-1.06943	-1.31617	-1.07694
chr8:98500000-99000000	chr8	0.153965	-1.29238	-0.11229	3	0.977958	0.999978	1.01641	1.01116
chr8:99000000-99500000	chr8	0.004476	-1.00683	0.082074	6	1.37761	1.30107	1.33824	1.25374
chr8:99500000-100000000	chr8	0.0681	-1.22382	-0.127255	2	1.38078	1.4153	1.32075	1.21129
chr8:100000000-100500000	chr8	0.102867	-1.37734	0.065889	1	1.37122	1.35843	1.29604	1.41449
chr8:100500000-101000000	chr8	-0.134818	-0.767898	-0.267737	1	1.29762	1.40683	1.26116	1.2609
chr8:101000000-101500000	chr8	-0.059612	-0.974612	-0.200547	5	1.4507	1.4266	1.39218	1.42711
chr8:101500000-102000000	chr8	0.082855	-1.06818	-0.340304	4	1.43602	1.41772	1.36213	1.42528
chr8:102000000-102500000	chr8	0.096611	-1.05609	0.076777	1	1.3355	1.28324	1.30519	1.35658
chr8:102500000-103000000	chr8	-0.02872	-0.688776	-0.098206	2	1.34069	1.30708	1.3479	1.30091
chr8:103000000-103500000	chr8	-0.038422	-0.954264	-0.114929	2	1.52145	1.46492	1.46665	1.51353
chr8:103500000-104000000	chr8	-0.066132	-0.844637	-0.012258	3	1.5039	1.49396	1.48593	1.65133
chr8:104000000-104500000	chr8	-0.140567	-0.582282	-0.150146	6	0.594674	0.596517	0.584435	0.664083
chr8:104500000-105000000	chr8	-0.05053	-0.057592	0.136068	1	-1.33753	-1.22151	-1.29051	-1.2543
chr8:105000000-105500000	chr8	0.156205	-0.165196	0.033912	2	-0.0740153	-0.150257	-0.270261	-0.332012
chr8:105500000-106000000	chr8	0.168579	0.006109	-0.10071	1	-0.112131	0.0379738	-0.0261232	-0.265151
chr8:106000000-106500000	chr8	0.43542	-0.499388	0.21768	1	-1.41126	-1.46298	-1.46123	-1.49227
chr8:106500000-107000000	chr8	-0.163692	-0.622912	-0.133453	0	-1.43548	-1.44624	-1.49734	-1.51608
chr8:107000000-107500000	chr8	-0.245738	-0.53118	-0.377657	1	-1.41826	-1.43373	-1.35092	-1.49121
chr8:107500000-108000000	chr8	-0.06918	-0.384843	0.077212	1	-1.08591	-1.0316	-1.07125	-1.09727
chr8:108000000-108500000	chr8	-0.128495	-0.076053	-0.21131	0	-1.46926	-1.43736	-1.33545	-1.39985
chr8:108500000-109000000	chr8	-0.175584	0.683853	0.075894	1	-1.41511	-1.41146	-1.39314	-1.35914
chr8:109000000-109500000	chr8	0.128183	0.501733	0.190796	3	0.110592	0.0401482	0.0473584	0.058817
chr8:109500000-110000000	chr8	0.287652	0.843877	0.224192	1	-0.965059	-0.931626	-0.946601	-0.720792
chr8:110000000-110500000	chr8	-0.085596	0.710033	0.113371	4	0.121487	0.294204	0.02897	0.127376
chr8:110500000-111000000	chr8	0.096558	0.604956	-0.051846	3	-0.292174	-0.427728	-0.324806	-0.252184
chr8:111000000-111500000	chr8	0.395028	0.258857	0.289505	0	-1.37178	-1.35156	-1.32697	-1.4021
chr8:111500000-112000000	chr8	-0.036027	-0.212986	0.195119	0	-1.41788	-1.35983	-1.34397	-1.47542
chr8:112000000-112500000	chr8	0.196003	0.388514	0.331658	0	-1.40719	-1.4099	-1.36388	-1.35155
chr8:112500000-113000000	chr8	0.316355	0.674078	0.262747	0	-1.28523	-1.30181	-1.41479	-1.27227
chr8:113000000-113500000	chr8	-0.069641	0.543086	0.246092	0	-1.32296	-1.36124	-1.29583	-1.38338
chr8:113500000-114000000	chr8	-0.085722	0.52405	0.145084	0	-1.31916	-1.3251	-1.35956	-1.41081
chr8:114000000-114500000	chr8	0.00809	0.611197	0.635629	1	-1.13781	-1.23256	-1.25564	-1.26508
chr8:114500000-115000000	chr8	0.031855	0.836177	0.604199	0	0.643235	0.732025	-0.241204	-0.265334
chr8:115000000-115500000	chr8	0.094498	0.580034	0.511577	0	0.724986	0.797166	0.484103	0.402887
chr8:115500000-116000000	chr8	-0.02884	-0.053891	0.268589	0	-1.01512	-0.949	-1.30771	-1.35038
chr8:116000000-116500000	chr8	-0.144609	-0.555831	-0.084608	0	-1.23464	-1.28848	-1.30736	-1.31178
chr8:116500000-117000000	chr8	-0.322989	-0.837761	-0.063517	1	-1.37179	-1.37014	-1.4669	-1.41904
chr8:117000000-117500000	chr8	-0.164498	-0.481911	-0.175298	0	-1.33702	-1.40616	-1.37108	-1.32925
chr8:117500000-118000000	chr8	-0.245588	-0.668345	-0.171063	4	0.252008	0.511126	0.26604	0.466841
chr8:118000000-118500000	chr8	-0.38963	-0.06847	-0.041883	1	-0.927218	-1.05771	-1.11648	-1.16388
chr8:118500000-119000000	chr8	0.106138	-0.787827	-0.300108	1	0.0325801	0.126293	0.024922	-0.152373
