tile_id	chrom	start	siScr_mCh	dlam_mCh	siScr_DNK	dlam_DNK	tss_count	pc1_cm_base	dpc1_cm_r225x	pc1_lcl_base	dpc1_lcl_ko	lfc_ipsc_silmna	n_genes_ipsc	lfc_cm_h222p	n_genes_cm	cpg_n	gap_frac	giemsa	arm_pos	gc
chr5:179500000-180000000	chr5	179500000	-0.576651	0.0550129	-0.619093	-0.0571532	10	1.21299	0.117031	1.12584	-0.040973	0.0360034	9	0.056627	9	21	0	0	0.986259	0.48992
chr5:180000000-180500000	chr5	180000000	0.0349924	-0.206594	-0.0404172	-0.00208521	5	1.09604	0.2082	0.831612	0.00829505	-0.0733715	5	-0.12871	4	13	0	0	0.990101	0.480239
chr5:180500000-181000000	chr5	180500000	0.147339	-0.00212766	0.161319	-0.0442251	7	0.549592	0.59478	0.964186	0.238734	-0.0730324	4	0.164687	3	12	0	0	0.993943	0.453873
chr5:181000000-181500000	chr5	181000000	nan	nan	nan	nan	8	nan	nan	1.08489	0.0266506	0.13753	4	0.109756	4	27	0.043482	0	0.997785	0.455328
chr5:181500000-182000000	chr5	181500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0.076518	nan	1.00163	nan
chr6:0-500000	chr6	0	nan	nan	nan	nan	2	0.0698676	0.0388467	1.21634	-0.0136787	nan	1	nan	1	3	0.12	0	0.995726	0.442799
chr6:500000-1000000	chr6	500000	nan	nan	nan	nan	2	0.224339	0.30667	1.08348	0.0141576	-0.0420179	2	nan	1	6	0	0	0.987179	0.42074
chr6:1000000-1500000	chr6	1000000	nan	nan	nan	nan	2	0.446793	0.307488	0.726223	0.0575085	0.189282	2	nan	0	7	0	0	0.978632	0.444981
chr6:1500000-2000000	chr6	1500000	nan	nan	nan	nan	1	0.300284	0.209403	0.909935	-0.0179069	nan	1	nan	1	9	0	0	0.970085	0.435131
chr6:2000000-2500000	chr6	2000000	nan	nan	nan	nan	1	-0.029001	0.343656	0.80825	-0.0157205	nan	1	nan	1	1	0	0	0.961538	0.405725
chr6:2500000-3000000	chr6	2500000	nan	nan	nan	nan	6	0.866174	0.0513601	1.0115	0.0141854	0.259127	6	0.154699	6	10	0	0.25	0.952991	0.437546
chr6:3000000-3500000	chr6	3000000	-0.560423	-0.0947939	-0.726088	-0.254929	6	1.33557	0.00738293	1.06888	0.0988533	0.007668	6	0.19254	6	15	0	0.25	0.944444	0.469409
chr6:3500000-4000000	chr6	3500000	-0.596475	-0.149962	-0.721422	-0.231372	2	1.33452	0.029377	0.416189	0.108514	0.0716216	2	0.322228	2	2	0	0.25	0.935897	0.444546
chr6:4000000-4500000	chr6	4000000	-0.582264	-0.305003	-0.52341	-0.424616	3	1.27853	-0.132284	0.577295	-0.0083275	nan	1	nan	1	7	0	0	0.92735	0.41845
chr6:4500000-5000000	chr6	4500000	-0.551929	-0.142222	-0.549553	-0.250418	1	1.1556	-0.00535845	0.921754	-0.0722252	nan	1	nan	1	2	0	0	0.918803	0.427882
chr6:5000000-5500000	chr6	5000000	0.160345	-0.198932	-0.0373678	-0.103578	4	0.682133	-0.00250184	0.983186	-0.028138	0.226571	4	-0.0137796	4	4	0	0	0.910256	0.420893
chr6:5500000-6000000	chr6	5500000	1.38349	-0.300547	0.965071	-0.121096	0	0.0713719	-0.189508	0.895384	-0.19905	nan	0	nan	0	5	0	0	0.901709	0.434806
chr6:6000000-6500000	chr6	6000000	1.40008	0.0820738	1.00441	0.205861	2	-0.228413	-0.169287	0.592614	-0.0694543	nan	0	nan	1	5	0	0	0.893162	0.408773
chr6:6500000-7000000	chr6	6500000	0.222119	-0.0489302	0.00176361	-0.0604237	1	0.778054	-0.0444871	1.05352	-0.0280445	nan	0	nan	0	1	0	0	0.884615	0.447622
chr6:7000000-7500000	chr6	7000000	-0.209842	-0.118693	-0.325753	-0.187695	4	0.958639	0.0182366	0.992945	-0.0339082	-0.0997547	3	-0.0101021	3	9	0	0.5	0.876068	0.443449
chr6:7500000-8000000	chr6	7500000	0.122991	-0.0308395	0.0479543	-0.11467	4	0.254688	0.0548809	0.422143	-0.166916	-0.268404	4	0.077097	4	6	0	0.5	0.867521	0.429362
chr6:8000000-8500000	chr6	8000000	0.645173	0.0115377	0.606305	0.0166566	3	-0.230848	-0.153019	-0.270907	-0.0395306	0.290635	3	0.0559429	3	3	0	0.5	0.858974	0.39829
chr6:8500000-9000000	chr6	8500000	0.831006	0.135154	0.715514	0.333148	1	-0.928937	-0.0254447	-0.883181	0.106407	nan	0	nan	1	0	0	0.5	0.850427	0.373531
chr6:9000000-9500000	chr6	9000000	0.274688	-0.0799588	0.241211	0.173568	0	-1.00544	-0.0264636	-0.850658	-0.297818	nan	0	nan	0	1	0	0.5	0.84188	0.368701
chr6:9500000-10000000	chr6	9500000	0.257978	-0.0202048	0.269216	-0.0119746	0	-1.2023	0.0318481	-0.536788	-0.59013	nan	0	nan	0	0	0	0.5	0.833333	0.37756
chr6:10000000-10500000	chr6	10000000	0.0718883	-0.238903	-0.165299	-0.0253754	1	-0.854014	0.0825593	-0.729837	-0.151765	nan	1	nan	0	16	0	0.5	0.824786	0.416178
chr6:10500000-11000000	chr6	10500000	-0.216916	-0.0960828	-0.177491	-0.437641	8	0.666865	-0.0156374	0.817868	-0.101923	0.174012	7	-0.0388963	7	7	0	0	0.816239	0.424788
chr6:11000000-11500000	chr6	11000000	-0.675838	-0.148804	-0.731233	0.010807	4	0.933845	-0.139027	1.01455	0.00956852	0.09872	3	-0.0557693	3	2	0	0	0.807692	0.418773
chr6:11500000-12000000	chr6	11500000	-0.737088	-0.0778389	-0.797185	-0.311281	2	0.93815	-0.0940525	1.13427	-0.0634321	0.203645	2	nan	1	1	0	0.25	0.799145	0.408381
chr6:12000000-12500000	chr6	12000000	-0.942732	0.204893	-0.744143	-0.256415	2	0.905231	-0.17767	1.09422	-0.0614641	0.0744693	2	0.156793	2	3	0	0.25	0.790598	0.394702
chr6:12500000-13000000	chr6	12500000	-0.23214	-0.027625	-0.171112	-0.342777	1	0.897349	0.0777051	0.636383	-0.0992654	nan	1	nan	1	1	0	0.25	0.782051	0.398698
chr6:13000000-13500000	chr6	13000000	-0.0711811	-0.0762382	-0.254333	-0.178005	2	1.05241	0.118645	1.11301	0.0393145	0.310967	2	-0.221663	2	5	0	0.25	0.773504	0.428909
chr6:13500000-14000000	chr6	13500000	-0.947479	-0.00414406	-1.05265	-0.0301121	5	1.26974	0.120797	1.21456	-0.0280994	0.129394	5	-0.0340952	4	7	0	0	0.764957	0.414541
chr6:14000000-14500000	chr6	14000000	-0.594988	-0.0434752	-0.893159	-0.31629	1	1.10882	0.216071	1.00761	-0.0923963	nan	1	nan	1	2	0	0	0.75641	0.431626
chr6:14500000-15000000	chr6	14500000	-0.877279	0.104325	-1.00434	-0.141438	0	1.24363	-0.138386	0.883127	-0.0646842	nan	0	nan	0	0	0	0	0.747863	0.437146
chr6:15000000-15500000	chr6	15000000	-0.799304	-0.17072	-0.857877	-0.327261	1	1.11994	0.151916	1.10928	0.0487138	nan	1	nan	1	3	0	0.75	0.739316	0.447124
chr6:15500000-16000000	chr6	15500000	-0.83712	0.0819739	-0.912541	-0.370049	1	1.20187	0.240592	1.18728	-0.0193001	nan	1	nan	1	2	0	0.75	0.730769	0.416378
chr6:16000000-16500000	chr6	16000000	-0.634686	-0.24267	-0.967834	-0.243597	3	1.16756	0.125724	1.06426	-0.0759819	0.161251	2	0.0214955	2	3	0	0.75	0.722222	0.43332
chr6:16500000-17000000	chr6	16500000	-1.41577	0.235997	-1.15832	-0.134405	1	1.11488	0.000141295	0.695415	-0.0337355	nan	1	nan	1	1	0	0.75	0.713675	0.40589
chr6:17000000-17500000	chr6	17000000	-1.09566	0.00956044	-1.19966	-0.145278	3	1.20636	0.131044	-0.306261	0.0215522	-0.174915	3	-0.0519164	3	2	0	0.75	0.705128	0.416953
chr6:17500000-18000000	chr6	17500000	-1.17646	0.160288	-1.16657	-0.0115247	3	1.20442	0.0304151	0.475526	-0.0154837	-0.278409	3	0.0278366	3	3	0	0.75	0.696581	0.415079
chr6:18000000-18500000	chr6	18000000	-0.549429	-0.0652209	-0.567406	-0.362676	5	1.13642	0.1407	0.387423	-0.0427534	-0.0365139	5	-0.0340581	5	5	0	0.75	0.688034	0.415966
chr6:18500000-19000000	chr6	18500000	0.741641	0.260651	0.720362	0.184425	0	0.690697	-0.14432	-0.955939	-0.0612734	nan	0	nan	0	0	0	0.75	0.679487	0.377913
chr6:19000000-19500000	chr6	19000000	0.450974	0.321231	0.659799	0.0171458	0	0.486807	-0.0580201	-1.11818	-0.0679559	nan	0	nan	0	0	0	0.75	0.67094	0.380191
chr6:19500000-20000000	chr6	19500000	0.398059	0.117548	0.493361	-0.00841054	1	0.66587	-0.0450577	-0.977264	-0.0605652	nan	1	nan	1	3	0	0.75	0.662393	0.393234
chr6:20000000-20500000	chr6	20000000	0.34069	-0.213707	0.332703	-0.287467	2	0.739531	0.228073	0.419199	-0.222441	0.218293	2	-0.137703	2	2	0	0.75	0.653846	0.422323
chr6:20500000-21000000	chr6	20500000	-0.552291	-0.0900074	-0.257884	-0.187644	1	0.710151	0.0326079	0.813718	-0.149665	nan	1	nan	1	0	0	0.75	0.645299	0.379761
chr6:21000000-21500000	chr6	21000000	-0.154969	-0.143244	-0.186381	-0.198144	0	0.718051	0.114086	0.631867	-0.0545957	nan	0	nan	0	0	0	0.75	0.636752	0.407079
chr6:21500000-22000000	chr6	21500000	-0.499218	-0.302285	-0.66017	-0.137037	1	0.793553	0.129153	0.742822	-0.267261	nan	1	nan	1	6	0	0.75	0.628205	0.424368
chr6:22000000-22500000	chr6	22000000	-0.676948	-0.0129893	-0.464666	-0.226599	1	0.513476	0.126556	0.806583	-0.0262678	nan	0	nan	0	0	0	0.75	0.619658	0.383915
chr6:22500000-23000000	chr6	22500000	-0.681189	0.0589196	-0.323014	-0.316625	1	0.507376	0.108313	0.204542	-0.221934	nan	0	nan	0	1	0	0.75	0.611111	0.370066
chr6:23000000-23500000	chr6	23000000	-0.072467	0.171432	-0.0753744	-0.150492	0	0.284195	0.0444085	-0.607302	-0.39707	nan	0	nan	0	0	0	0.75	0.602564	0.369378
chr6:23500000-24000000	chr6	23500000	0.707444	0.0627335	0.716858	0.106437	0	0.269097	0.203664	-0.955096	-0.146123	nan	0	nan	0	0	0	0.75	0.594017	0.372071
chr6:24000000-24500000	chr6	24000000	0.424569	-0.0396904	0.351649	-0.150954	5	0.75952	-0.0612085	-0.148207	-0.257928	0.245484	3	0.0145762	4	5	0	0.75	0.58547	0.398095
chr6:24500000-25000000	chr6	24500000	-0.449394	0.0126065	-0.315843	-0.287959	7	1.0179	0.13054	1.06283	-0.0419634	0.173212	6	0.0856674	6	5	0	0.75	0.576923	0.416786
chr6:25000000-25500000	chr6	25000000	-0.0435195	-0.0944066	-0.132126	-0.0845802	1	1.06555	0.306434	1.13955	-0.0423436	nan	1	nan	1	2	0	0	0.568376	0.400104
chr6:25500000-26000000	chr6	25500000	0.388194	-0.116763	0.382622	-0.236664	8	0.80157	0.201944	0.873882	-0.117664	nan	1	nan	1	5	0	0	0.559829	0.391102
chr6:26000000-26500000	chr6	26000000	-1.76487	0.0375303	-1.09002	0.168308	38	1.11479	0.309457	1.24203	0.0328424	-0.143857	22	-0.0910162	6	29	0	0	0.551282	0.426883
chr6:26500000-27000000	chr6	26500000	-0.852897	0.324427	-0.119179	-0.0944995	4	0.430376	0.0774298	0.803366	-0.00802703	-0.124396	3	0.0113607	3	13	0	0	0.542735	0.398374
chr6:27000000-27500000	chr6	27000000	-1.08872	0.00412856	-0.56143	0.0349865	9	0.286055	0.393989	0.952225	-0.0497708	-0.139784	7	-0.0878703	3	14	0	0.5	0.534188	0.407041
chr6:27500000-28000000	chr6	27500000	-1.48426	0.269164	-0.786594	0.0859749	18	0.517029	0.298985	1.10837	-0.0941233	-0.00446121	9	nan	0	19	0	0.5	0.525641	0.415859
chr6:28000000-28500000	chr6	28000000	0.132193	-0.0946921	0.297848	-0.276752	12	0.667799	0.20705	1.16982	-0.0240511	-0.135954	11	0.0281116	11	12	0	0.5	0.517094	0.400931
chr6:28500000-29000000	chr6	28500000	-1.01709	-0.000383784	-0.576712	0.0312071	4	0.588772	0.372601	0.888785	0.021843	-0.157294	2	0.0320552	2	10	0	0.5	0.508547	0.418582
chr6:29000000-29500000	chr6	29000000	0.874555	0.0128647	0.869101	0.27008	14	-0.250482	0.168804	-0.0895648	0.0139358	nan	1	nan	1	4	0	0.5	0.5	0.381393
chr6:29500000-30000000	chr6	29500000	0.400022	-0.155068	0.0138733	0.116013	9	0.787362	0.320804	0.983698	-0.0860797	0.0570549	6	-0.000824844	6	17	0	0.5	0.491453	0.451529
chr6:30000000-30500000	chr6	30000000	-0.284581	-0.340094	-0.575796	-0.166366	11	1.18765	0.205964	1.23899	-0.0229407	-0.0426663	7	0.100969	4	17	0	0.5	0.482906	0.434377
chr6:30500000-31000000	chr6	30500000	-0.873714	-0.271367	-0.969985	0.0221725	20	1.21063	0.0502236	1.18727	0.0120291	-0.0778724	17	0.0692229	16	15	0	0	0.474359	0.482175
chr6:31000000-31500000	chr6	31000000	-0.944902	0.0758399	-0.882921	-0.17857	12	1.17739	0.111012	1.15073	0.0154414	0.140313	8	-0.0403377	7	10	0	0	0.465812	0.45738
chr6:31500000-32000000	chr6	31500000	-0.877121	0.0213988	-0.869169	-0.0889669	44	1.12587	0.019784	1.15447	-0.086076	0.0664186	31	0.131266	26	27	0	0	0.457265	0.510873
chr6:32000000-32500000	chr6	32000000	-0.349861	-0.167423	-0.318108	-0.0997675	17	0.906525	0.114879	1.03165	-0.041263	0.0727026	14	0.0884589	13	8	0	0.25	0.448718	0.46004
chr6:32500000-33000000	chr6	32500000	-0.547387	-0.0236815	-0.569703	-0.0160688	14	1.00621	0.1458	1.01938	0.0342263	0.028051	8	0.106276	8	11	0	0.25	0.440171	0.411711
chr6:33000000-33500000	chr6	33000000	-0.937	0.161308	-1.04147	-0.0308269	23	1.09259	0.0406593	1.17772	0.0208279	0.0464275	21	0.066097	19	26	0	0.25	0.431624	0.476806
chr6:33500000-34000000	chr6	33500000	-0.36585	-0.415863	-0.817107	-0.145419	6	1.03367	0.291598	1.00269	-0.0463793	-0.0562911	5	-0.0952558	5	8	0	0	0.423077	0.519394
chr6:34000000-34500000	chr6	34000000	-0.714371	-0.125002	-1.13558	-0.0733892	6	1.13481	0.103927	1.16137	-0.0220751	0.125299	6	-0.0939116	5	11	0	0	0.41453	0.494372
chr6:34500000-35000000	chr6	34500000	-1.1773	0.135047	-1.14008	-0.299136	6	1.1516	0.0986066	1.13871	0.0356883	0.0983231	5	-0.000321859	5	8	0	0	0.405983	0.447619
chr6:35000000-35500000	chr6	35000000	-0.924618	0.0557938	-0.973398	-0.149611	8	1.11067	0.0782904	1.07866	0.0525582	-0.0115509	7	0.0868263	7	10	0	0	0.397436	0.477675
chr6:35500000-36000000	chr6	35500000	-1.19216	0.088467	-1.35561	0.11989	8	1.13652	0.170181	1.20117	0.0281495	0.0761588	4	-0.0321108	3	8	0	0	0.388889	0.442915
chr6:36000000-36500000	chr6	36000000	-1.11484	0.295286	-1.27042	-0.0603794	9	1.12938	0.181896	1.25604	-0.0396018	-0.082491	6	-0.0583075	5	6	0	0	0.380342	0.44325
chr6:36500000-37000000	chr6	36500000	-1.15125	0.197697	-1.19727	-0.00636355	9	1.13889	0.310493	1.22661	0.00412028	-0.0794952	9	-0.084184	7	11	0	0.25	0.371795	0.47681
chr6:37000000-37500000	chr6	37000000	-0.989099	-0.00433268	-1.10673	-0.37163	8	1.23673	0.183874	1.31619	0.000263355	-0.00212751	6	-0.0407332	6	5	0	0.25	0.363248	0.457941
chr6:37500000-38000000	chr6	37500000	-1.11616	0.0828979	-1.10425	-0.056274	2	1.12253	0.152786	1.15249	0.113117	-0.168059	2	0.0711077	2	9	0	0.25	0.354701	0.458052
chr6:38000000-38500000	chr6	38000000	-0.857243	0.110094	-1.16406	-0.0250648	0	1.05052	0.116756	1.01665	0.0703244	nan	0	nan	0	0	0	0.25	0.346154	0.411991
chr6:38500000-39000000	chr6	38500000	-0.459357	0.0871012	-0.635596	0.1777	3	0.920533	0.289291	0.806554	0.0211215	0.0924944	3	-0.0157604	2	3	0	0.25	0.337607	0.395477
chr6:39000000-39500000	chr6	39000000	0.809968	-0.205885	0.194884	0.10199	5	1.15663	0.139607	0.405115	0.0203193	nan	1	0.305039	2	5	0	0.25	0.32906	0.458988
chr6:39500000-40000000	chr6	39500000	0.00854035	-0.123438	-0.14293	0.110902	3	1.00127	0.125435	0.210278	0.18028	-0.101179	3	-0.0359372	3	4	0	0.25	0.320513	0.419903
chr6:40000000-40500000	chr6	40000000	1.02029	-0.0262824	0.597293	-0.121636	0	1.14507	0.0535228	0.697248	0.150402	nan	0	nan	0	1	0	0.25	0.311966	0.445788
chr6:40500000-41000000	chr6	40500000	0.615386	-0.180288	0.201249	-0.228307	1	1.11269	0.0666948	0.390004	0.0531043	nan	0	nan	0	2	0	0	0.303419	0.459933
chr6:41000000-41500000	chr6	41000000	-0.391969	0.0818922	-0.432491	0.059499	11	1.26639	0.198919	1.25532	-0.0612017	-0.276402	4	-0.0668713	4	9	0	0	0.294872	0.452708
chr6:41500000-42000000	chr6	41500000	-0.766343	0.0831734	-0.879097	-0.0806193	11	1.44605	0.112771	1.25135	0.0286182	0.0222465	10	0.0348329	8	13	0	0	0.286325	0.489962
chr6:42000000-42500000	chr6	42000000	-0.697667	-0.137437	-1.09345	-0.0368648	7	1.41806	-0.0477151	1.22473	-0.0348797	0.250926	6	0.0482406	5	8	0	0	0.277778	0.465407
chr6:42500000-43000000	chr6	42500000	-1.28206	0.256248	-1.27045	-0.0430353	11	1.3865	0.100357	1.27872	0.0156293	0.0755491	9	-0.0072445	8	11	0	0	0.269231	0.442804
chr6:43000000-43500000	chr6	43000000	-0.942492	0.0938105	-1.10901	-0.157649	17	1.31385	0.174014	1.29183	0.00137508	0.0314033	15	0.0995816	16	19	0	0	0.260684	0.491471
chr6:43500000-44000000	chr6	43500000	-0.878643	-0.0119869	-1.27311	0.221351	10	1.46251	0.0399598	1.24725	0.0222121	-0.0221578	10	0.00517244	10	8	0	0	0.252137	0.49092
chr6:44000000-44500000	chr6	44000000	-0.820258	-0.192001	-1.04756	0.163667	13	1.5116	-0.0186456	1.25565	0.0474935	-0.0617705	9	0.00524232	9	17	0	0	0.24359	0.48363
chr6:44500000-45000000	chr6	44500000	-0.308799	-0.210085	-0.572861	-0.172809	0	1.04603	-0.0883674	0.585594	-0.0962163	nan	0	nan	0	1	0	0	0.235043	0.420339
chr6:45000000-45500000	chr6	45000000	-0.900903	-0.232931	-0.811425	-0.146971	2	1.01032	-0.0786641	0.521678	-0.00114195	0.209925	2	0.291752	2	3	0	0	0.226496	0.367409
chr6:45500000-46000000	chr6	45500000	-0.263134	-0.2779	-0.516072	-0.323124	0	1.26271	-0.0553151	0.201964	-0.101882	nan	0	nan	0	1	0	0	0.217949	0.422663
chr6:46000000-46500000	chr6	46000000	0.268765	0.172611	0.395895	-0.226885	4	1.14005	-0.270134	-0.325145	-0.0125114	-0.106296	4	-0.218216	4	3	0	1	0.209402	0.39705
chr6:46500000-47000000	chr6	46500000	-0.00439962	0.0124285	0.00697218	-0.109981	7	1.02963	-0.180506	-0.759046	0.00642939	0.202343	4	-0.00593298	4	3	0	1	0.200855	0.390461
chr6:47000000-47500000	chr6	47000000	-0.234013	-0.107128	-0.164432	-0.0774032	3	0.667041	-0.0197595	0.558682	-0.016933	-0.162992	2	-0.17765	2	2	0	1	0.192308	0.401598
chr6:47500000-48000000	chr6	47500000	0.321165	-0.143619	0.387535	0.120179	2	-0.491151	-0.015082	-0.482184	0.0691198	nan	1	nan	0	0	0	1	0.183761	0.376108
chr6:48000000-48500000	chr6	48000000	0.363832	0.108344	0.404464	0.289166	1	-0.962397	-0.213818	-1.25356	-0.0351145	nan	1	nan	1	1	0	1	0.175214	0.359425
chr6:48500000-49000000	chr6	48500000	0.375585	-0.0812622	0.485807	0.143211	0	-1.00879	-0.201282	-1.25774	-0.0342411	nan	0	nan	0	0	0	1	0.166667	0.353312
chr6:49000000-49500000	chr6	49000000	0.820794	-0.199063	0.859277	0.29789	3	-1.18466	-0.022429	-1.16645	-0.0755497	-0.26637	2	-0.0605735	2	1	0	1	0.15812	0.359952
chr6:49500000-50000000	chr6	49500000	0.808225	0.0606335	0.990222	0.264883	8	-0.834261	-0.0122636	-1.28713	0.0853416	-0.367536	2	nan	0	1	0	1	0.149573	0.365601
chr6:50000000-50500000	chr6	50000000	0.583966	0.498285	0.712921	0.620609	2	-0.512229	-0.0603502	-1.25031	0.0669844	nan	0	nan	0	0	0	1	0.141026	0.357582
chr6:50500000-51000000	chr6	50500000	0.775219	0.223088	0.760233	0.454584	2	-0.501103	-0.126398	-1.13755	0.00613343	nan	0	nan	0	7	0	1	0.132479	0.374325
chr6:51000000-51500000	chr6	51000000	1.12227	0.0921102	0.732224	0.648314	0	-0.450519	-0.0443264	-0.573736	-0.0649037	nan	0	nan	0	0	0	1	0.123932	0.373456
chr6:51500000-52000000	chr6	51500000	1.28137	0.203897	1.1028	0.441527	0	-0.541845	0.0609514	-0.173916	-0.0408384	nan	0	nan	0	0	0	1	0.115385	0.378413
chr6:52000000-52500000	chr6	52000000	0.648353	-0.173868	0.457131	0.0161003	6	0.357534	0.15896	0.880842	-0.00278452	0.18153	4	-0.178442	3	5	0	0	0.106838	0.411129
chr6:52500000-53000000	chr6	52500000	0.0967384	-0.240416	-0.100732	-0.176413	7	0.799112	0.0851016	0.226609	-0.0304093	-0.0294863	3	0.0359512	3	4	0	0	0.0982906	0.42735
chr6:53000000-53500000	chr6	53000000	-0.318762	-0.218289	-0.323205	-0.0223386	6	1.26691	-0.145111	0.72061	0.113285	-0.157348	3	-0.108567	2	4	0	1	0.0897436	0.415025
chr6:53500000-54000000	chr6	53500000	-0.727166	0.0272293	-0.399521	-0.209704	3	0.745511	-0.0423225	-0.921925	-0.0563089	-0.0231852	3	-0.13978	3	4	0	1	0.0811966	0.396649
chr6:54000000-54500000	chr6	54000000	-0.488829	-0.181346	-0.287182	-0.206014	2	-0.653768	-0.0765741	-1.28917	-0.0548575	nan	1	nan	1	0	0	1	0.0726496	0.360282
chr6:54500000-55000000	chr6	54500000	-0.429131	-0.141541	-0.267289	-0.261182	1	-0.929371	0.00400302	-1.09958	-0.0405286	nan	1	nan	1	1	0	1	0.0641026	0.362175
chr6:55000000-55500000	chr6	55000000	-0.432535	0.256324	-0.11805	0.106091	2	-0.488783	-0.129105	-1.31714	-0.0407776	nan	1	nan	0	1	0	1	0.0555556	0.356066
chr6:55500000-56000000	chr6	55500000	-0.974335	0.146745	-0.676055	0.331113	2	0.235592	-0.0277417	-1.32027	0.00697763	0.0683796	2	-0.180255	2	1	0	1	0.0470085	0.350165
chr6:56000000-56500000	chr6	56000000	-0.952813	0.14754	-0.715259	0.103758	1	0.139422	-0.0586046	-0.531091	0.184607	nan	1	nan	1	3	0	1	0.0384615	0.370472
chr6:56500000-57000000	chr6	56500000	-1.42713	0.12118	-1.02042	0.379652	2	0.710884	0.0886046	0.886318	-0.0343171	-0.00793117	2	-0.106283	2	3	0	1	0.0299145	0.382943
chr6:57000000-57500000	chr6	57000000	-0.475365	-0.137991	-0.310059	0.16926	5	0.375258	0.00487776	-0.313049	0.0796259	-0.11635	5	-0.0631003	5	4	0	0	0.0213675	0.384403
chr6:57500000-58000000	chr6	57500000	0.648743	0.00640855	0.79003	0.237013	0	-0.514807	0.2465	nan	nan	nan	0	nan	0	2	0	0	0.0128205	0.377716
chr6:58000000-58500000	chr6	58000000	1.12554	0.17766	1.05268	0.517896	0	-0.573687	0.0186149	-1.08614	-0.00735365	nan	0	nan	0	0	0.092224	0	0.0042735	0.373751
chr6:58500000-59000000	chr6	58500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0.107776	nan	0	0.398512
chr6:59000000-59500000	chr6	59000000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0	nan	0	0.399215
chr6:59500000-60000000	chr6	59500000	nan	nan	nan	nan	0	nan	nan	nan	nan	nan	0	nan	0	0	0.340132	nan	0	0.399141
chr6:60000000-60500000	chr6	60000000	1.02736	0.174488	0.586388	0.51746	0	nan	nan	nan	nan	nan	0	nan	0	0	0.459868	nan	0	0.371117
chr6:60500000-61000000	chr6	60500000	1.05109	0.241757	0.942872	0.133142	0	-1.01946	0.0329693	-1.00447	0.0276515	nan	0	nan	0	0	0	nan	0	0.375026
chr6:61000000-61500000	chr6	61000000	0.977432	0.472102	1.1514	0.0460591	0	-1.28174	0.0134304	-0.761651	0.0975737	nan	0	nan	0	0	0.01451	nan	0	0.36818
chr6:61500000-62000000	chr6	61500000	0.774281	0.323608	0.76703	0.513602	0	-1.13584	0.0752168	-1.02125	0.0831303	nan	0	nan	0	0	0	nan	0	0.35356
chr6:62000000-62500000	chr6	62000000	0.587994	0.382895	0.750682	0.501241	1	-0.754791	-0.0243634	-1.24785	0.0304011	nan	0	nan	1	1	0	nan	0	0.34739
chr6:62500000-63000000	chr6	62500000	0.718907	0.2154	0.848101	0.363046	0	-0.909	0.00245359	-1.3123	-0.0158627	nan	0	nan	0	0	0	1	0.00138625	0.355754
chr6:63000000-63500000	chr6	63000000	0.57121	0.203706	0.58732	0.204497	2	-0.949471	0.0816363	-1.38503	0.018286	nan	0	nan	1	0	0	1	0.00600706	0.384883
chr6:63500000-64000000	chr6	63500000	-0.254084	0.138934	-0.0198772	-0.0958859	3	-0.525665	0.00893732	-0.122866	0.139951	-0.299558	2	nan	1	2	0	1	0.0106279	0.376608
chr6:64000000-64500000	chr6	64000000	0.128709	0.0185789	0.308412	0.152419	0	-0.66469	-0.328654	-0.840969	-0.158931	nan	0	nan	0	0	0	1	0.0152487	0.356476
chr6:64500000-65000000	chr6	64500000	0.202694	0.0666269	0.28791	0.430855	0	-0.710786	-0.382683	-1.34614	-0.0136886	nan	0	nan	0	0	0	1	0.0198695	0.348276
chr6:65000000-65500000	chr6	65000000	0.200325	0.231326	0.28865	0.712809	1	-0.847295	-0.149212	-1.37386	-0.0627065	nan	1	nan	0	1	0	1	0.0244903	0.336787
chr6:65500000-66000000	chr6	65500000	0.146476	0.268937	0.373853	0.573323	1	-0.831708	-0.309194	-1.34235	-0.0322666	nan	0	nan	0	1	0	1	0.0291111	0.346312
chr6:66000000-66500000	chr6	66000000	0.395513	0.17723	0.595451	0.32912	0	-0.984609	-0.237959	-1.23027	-0.137646	nan	0	nan	0	1	0	1	0.033732	0.349192
chr6:66500000-67000000	chr6	66500000	0.267002	0.313739	0.639748	0.403422	0	-1.16255	-0.192936	-1.33421	-0.0247241	nan	0	nan	0	0	0	1	0.0383528	0.345962
chr6:67000000-67500000	chr6	67000000	0.127722	0.441158	0.354481	0.551583	0	-1.25663	-0.146551	-1.31872	-0.0100068	nan	0	nan	0	0	0	1	0.0429736	0.335458
chr6:67500000-68000000	chr6	67500000	0.21856	0.320397	0.549083	0.296356	0	-1.29621	-0.0384188	-0.984997	-0.0887038	nan	0	nan	0	0	0	1	0.0475944	0.348031
chr6:68000000-68500000	chr6	68000000	0.295738	0.604646	0.659908	0.322458	0	-1.08473	-0.224463	-0.0637825	0.213544	nan	0	nan	0	0	0	1	0.0522152	0.350824
chr6:68500000-69000000	chr6	68500000	0.287858	0.0474718	0.598571	0.219434	2	-0.967199	-0.219855	-1.39793	0.0267534	nan	1	nan	1	1	0	1	0.056836	0.349829
